method,split,seed,extractor,evidence_status,metric,value
coordinate,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008041758589996187
coordinate,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.0097209268203669
coordinate,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007553917530877616
coordinate,development,29,vitpose_base,automated-source-screen,displacement_nle,0.008117086535831743
coordinate,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.00978016252282037
coordinate,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007584348863289162
coordinate,development,43,vitpose_base,automated-source-screen,displacement_nle,0.008125467004798576
direct,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008980574149826734
direct,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006905074654379602
direct,development,17,vitpose_base,automated-source-screen,displacement_nle,0.007321802336583661
direct,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.008957331593383175
direct,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.0068984573894594675
direct,development,29,vitpose_base,automated-source-screen,displacement_nle,0.007392564807473895
direct,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.008904502623828551
direct,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.0068046779483964875
direct,development,43,vitpose_base,automated-source-screen,displacement_nle,0.007296899966217707
filter0,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407796
filter0,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076118
filter0,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008066545648258885
filter0,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407845
filter0,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076166
filter0,development,29,vitpose_base,automated-source-screen,displacement_nle,0.00806654564825893
filter0,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407845
filter0,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076166
filter0,development,43,vitpose_base,automated-source-screen,displacement_nle,0.00806654564825893
filter1,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008298958853142104
filter1,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007233810791914777
filter1,development,17,vitpose_base,automated-source-screen,displacement_nle,0.0077582699085951435
filter1,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.008298958853142151
filter1,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007233810791914826
filter1,development,29,vitpose_base,automated-source-screen,displacement_nle,0.007758269908595196
filter1,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.008298958853142151
filter1,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007233810791914826
filter1,development,43,vitpose_base,automated-source-screen,displacement_nle,0.007758269908595196
filter2,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.007885914978540506
filter2,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007298539801303442
filter2,development,17,vitpose_base,automated-source-screen,displacement_nle,0.007796565044509986
filter2,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.007885914978540557
filter2,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007298539801303489
filter2,development,29,vitpose_base,automated-source-screen,displacement_nle,0.007796565044510033
filter2,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.007885914978540557
filter2,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007298539801303489
filter2,development,43,vitpose_base,automated-source-screen,displacement_nle,0.007796565044510033
initialized,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009681862774772957
initialized,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.0074673967759093
initialized,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008143180628000313
initialized,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009646812766216286
initialized,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.0074449990376286475
initialized,development,29,vitpose_base,automated-source-screen,displacement_nle,0.008090731375212157
initialized,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009669919983173292
initialized,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.0074687098453171796
initialized,development,43,vitpose_base,automated-source-screen,displacement_nle,0.00811802000536827
joint_affine,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009571558642594884
joint_affine,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007530650011732747
joint_affine,development,17,vitpose_base,automated-source-screen,displacement_nle,0.007984199688053084
joint_affine,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009571558642594884
joint_affine,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007530650011732747
joint_affine,development,29,vitpose_base,automated-source-screen,displacement_nle,0.007984199688053084
joint_affine,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009571558642594884
joint_affine,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007530650011732747
joint_affine,development,43,vitpose_base,automated-source-screen,displacement_nle,0.007984199688053084
joint_offset,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00965883809580864
joint_offset,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007534305315957642
joint_offset,development,17,vitpose_base,automated-source-screen,displacement_nle,0.00806654561467466
joint_offset,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.00965883809580864
joint_offset,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007534305315957642
joint_offset,development,29,vitpose_base,automated-source-screen,displacement_nle,0.00806654561467466
joint_offset,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.00965883809580864
joint_offset,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007534305315957642
joint_offset,development,43,vitpose_base,automated-source-screen,displacement_nle,0.00806654561467466
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009670361676439644
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007442732506567341
ordinary_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008129286067364077
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009681477009426395
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007487063462955315
ordinary_jepa,development,29,vitpose_base,automated-source-screen,displacement_nle,0.008136450259400628
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009677080771634079
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007477429675234216
ordinary_jepa,development,43,vitpose_base,automated-source-screen,displacement_nle,0.00811340198523584
paired_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00967141863324046
paired_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007474238015396768
paired_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008117650918747133
paired_jepa,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009647068406965447
paired_jepa,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007462273185492741
paired_jepa,development,29,vitpose_base,automated-source-screen,displacement_nle,0.00810069950654215
paired_jepa,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009659999282575585
paired_jepa,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007451653635241296
paired_jepa,development,43,vitpose_base,automated-source-screen,displacement_nle,0.008088132115341488
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009673630592604988
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007478270611775569
shuffled_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008122140423745665
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.00964554138800491
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007456925315626053
shuffled_jepa,development,29,vitpose_base,automated-source-screen,displacement_nle,0.00809628735427444
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009660648515294357
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007449694895486553
shuffled_jepa,development,43,vitpose_base,automated-source-screen,displacement_nle,0.008089931465284347
smoothnet,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009649244164595644
smoothnet,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007550556851292458
smoothnet,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008103929197785194
smoothnet,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009646895097123945
smoothnet,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007551675473053369
smoothnet,development,29,vitpose_base,automated-source-screen,displacement_nle,0.00809734383584648
smoothnet,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009649884938845908
smoothnet,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007556580363926588
smoothnet,development,43,vitpose_base,automated-source-screen,displacement_nle,0.008105923386522428
static,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009443950988305236
static,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007253272396926431
static,development,17,vitpose_base,automated-source-screen,displacement_nle,0.00778795194664024
static,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009431781848968014
static,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007242973184475718
static,development,29,vitpose_base,automated-source-screen,displacement_nle,0.007819765507395757
static,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.00942687278399963
static,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007234341291110396
static,development,43,vitpose_base,automated-source-screen,displacement_nle,0.007786761532627083
unchanged,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407796
unchanged,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076118
unchanged,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008066545648258885
unchanged,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407845
unchanged,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076166
unchanged,development,29,vitpose_base,automated-source-screen,displacement_nle,0.00806654564825893
unchanged,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407845
unchanged,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076166
unchanged,development,43,vitpose_base,automated-source-screen,displacement_nle,0.00806654564825893
coordinate,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
coordinate,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
coordinate,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
coordinate,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
coordinate,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
coordinate,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
coordinate,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
coordinate,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
coordinate,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
direct,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
direct,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
direct,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
direct,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
direct,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
direct,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
direct,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
direct,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
direct,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
filter0,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter0,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter0,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
filter0,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter0,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter0,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
filter0,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter0,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter0,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
filter1,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter1,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter1,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
filter1,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter1,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter1,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
filter1,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter1,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter1,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
filter2,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter2,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter2,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
filter2,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter2,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter2,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
filter2,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
filter2,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
filter2,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
initialized,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
initialized,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
initialized,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
initialized,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
initialized,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
initialized,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
initialized,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
initialized,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
initialized,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
joint_affine,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
joint_affine,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
joint_affine,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
joint_affine,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
joint_affine,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
joint_affine,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
joint_affine,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
joint_affine,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
joint_affine,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
joint_offset,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
joint_offset,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
joint_offset,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
joint_offset,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
joint_offset,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
joint_offset,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
joint_offset,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
joint_offset,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
joint_offset,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
ordinary_jepa,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
paired_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
paired_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
paired_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
paired_jepa,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
paired_jepa,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
paired_jepa,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
paired_jepa,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
paired_jepa,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
paired_jepa,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
shuffled_jepa,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
smoothnet,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
smoothnet,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
smoothnet,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
smoothnet,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
smoothnet,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
smoothnet,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
smoothnet,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
smoothnet,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
smoothnet,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
static,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
static,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
static,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
static,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
static,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
static,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
static,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
static,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
static,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
unchanged,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,
unchanged,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,
unchanged,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,
unchanged,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,
unchanged,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,
unchanged,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,
unchanged,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,
unchanged,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,
unchanged,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_error,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_error,
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_error,
coordinate,development,29,hrnet_w32,automated-source-screen,amplitude_error,
coordinate,development,29,rtmpose_m,automated-source-screen,amplitude_error,
coordinate,development,29,vitpose_base,automated-source-screen,amplitude_error,
coordinate,development,43,hrnet_w32,automated-source-screen,amplitude_error,
coordinate,development,43,rtmpose_m,automated-source-screen,amplitude_error,
coordinate,development,43,vitpose_base,automated-source-screen,amplitude_error,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_error,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_error,
direct,development,17,vitpose_base,automated-source-screen,amplitude_error,
direct,development,29,hrnet_w32,automated-source-screen,amplitude_error,
direct,development,29,rtmpose_m,automated-source-screen,amplitude_error,
direct,development,29,vitpose_base,automated-source-screen,amplitude_error,
direct,development,43,hrnet_w32,automated-source-screen,amplitude_error,
direct,development,43,rtmpose_m,automated-source-screen,amplitude_error,
direct,development,43,vitpose_base,automated-source-screen,amplitude_error,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_error,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_error,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_error,
filter0,development,29,hrnet_w32,automated-source-screen,amplitude_error,
filter0,development,29,rtmpose_m,automated-source-screen,amplitude_error,
filter0,development,29,vitpose_base,automated-source-screen,amplitude_error,
filter0,development,43,hrnet_w32,automated-source-screen,amplitude_error,
filter0,development,43,rtmpose_m,automated-source-screen,amplitude_error,
filter0,development,43,vitpose_base,automated-source-screen,amplitude_error,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_error,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_error,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_error,
filter1,development,29,hrnet_w32,automated-source-screen,amplitude_error,
filter1,development,29,rtmpose_m,automated-source-screen,amplitude_error,
filter1,development,29,vitpose_base,automated-source-screen,amplitude_error,
filter1,development,43,hrnet_w32,automated-source-screen,amplitude_error,
filter1,development,43,rtmpose_m,automated-source-screen,amplitude_error,
filter1,development,43,vitpose_base,automated-source-screen,amplitude_error,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_error,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_error,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_error,
filter2,development,29,hrnet_w32,automated-source-screen,amplitude_error,
filter2,development,29,rtmpose_m,automated-source-screen,amplitude_error,
filter2,development,29,vitpose_base,automated-source-screen,amplitude_error,
filter2,development,43,hrnet_w32,automated-source-screen,amplitude_error,
filter2,development,43,rtmpose_m,automated-source-screen,amplitude_error,
filter2,development,43,vitpose_base,automated-source-screen,amplitude_error,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_error,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_error,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_error,
initialized,development,29,hrnet_w32,automated-source-screen,amplitude_error,
initialized,development,29,rtmpose_m,automated-source-screen,amplitude_error,
initialized,development,29,vitpose_base,automated-source-screen,amplitude_error,
initialized,development,43,hrnet_w32,automated-source-screen,amplitude_error,
initialized,development,43,rtmpose_m,automated-source-screen,amplitude_error,
initialized,development,43,vitpose_base,automated-source-screen,amplitude_error,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_error,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_error,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_error,
joint_affine,development,29,hrnet_w32,automated-source-screen,amplitude_error,
joint_affine,development,29,rtmpose_m,automated-source-screen,amplitude_error,
joint_affine,development,29,vitpose_base,automated-source-screen,amplitude_error,
joint_affine,development,43,hrnet_w32,automated-source-screen,amplitude_error,
joint_affine,development,43,rtmpose_m,automated-source-screen,amplitude_error,
joint_affine,development,43,vitpose_base,automated-source-screen,amplitude_error,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_error,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_error,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_error,
joint_offset,development,29,hrnet_w32,automated-source-screen,amplitude_error,
joint_offset,development,29,rtmpose_m,automated-source-screen,amplitude_error,
joint_offset,development,29,vitpose_base,automated-source-screen,amplitude_error,
joint_offset,development,43,hrnet_w32,automated-source-screen,amplitude_error,
joint_offset,development,43,rtmpose_m,automated-source-screen,amplitude_error,
joint_offset,development,43,vitpose_base,automated-source-screen,amplitude_error,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_error,
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_error,
ordinary_jepa,development,29,vitpose_base,automated-source-screen,amplitude_error,
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_error,
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_error,
ordinary_jepa,development,43,vitpose_base,automated-source-screen,amplitude_error,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,
paired_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_error,
paired_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_error,
paired_jepa,development,29,vitpose_base,automated-source-screen,amplitude_error,
paired_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_error,
paired_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_error,
paired_jepa,development,43,vitpose_base,automated-source-screen,amplitude_error,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_error,
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_error,
shuffled_jepa,development,29,vitpose_base,automated-source-screen,amplitude_error,
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_error,
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_error,
shuffled_jepa,development,43,vitpose_base,automated-source-screen,amplitude_error,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_error,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_error,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_error,
smoothnet,development,29,hrnet_w32,automated-source-screen,amplitude_error,
smoothnet,development,29,rtmpose_m,automated-source-screen,amplitude_error,
smoothnet,development,29,vitpose_base,automated-source-screen,amplitude_error,
smoothnet,development,43,hrnet_w32,automated-source-screen,amplitude_error,
smoothnet,development,43,rtmpose_m,automated-source-screen,amplitude_error,
smoothnet,development,43,vitpose_base,automated-source-screen,amplitude_error,
static,development,17,hrnet_w32,automated-source-screen,amplitude_error,
static,development,17,rtmpose_m,automated-source-screen,amplitude_error,
static,development,17,vitpose_base,automated-source-screen,amplitude_error,
static,development,29,hrnet_w32,automated-source-screen,amplitude_error,
static,development,29,rtmpose_m,automated-source-screen,amplitude_error,
static,development,29,vitpose_base,automated-source-screen,amplitude_error,
static,development,43,hrnet_w32,automated-source-screen,amplitude_error,
static,development,43,rtmpose_m,automated-source-screen,amplitude_error,
static,development,43,vitpose_base,automated-source-screen,amplitude_error,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_error,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_error,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_error,
unchanged,development,29,hrnet_w32,automated-source-screen,amplitude_error,
unchanged,development,29,rtmpose_m,automated-source-screen,amplitude_error,
unchanged,development,29,vitpose_base,automated-source-screen,amplitude_error,
unchanged,development,43,hrnet_w32,automated-source-screen,amplitude_error,
unchanged,development,43,rtmpose_m,automated-source-screen,amplitude_error,
unchanged,development,43,vitpose_base,automated-source-screen,amplitude_error,
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
coordinate,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
coordinate,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
coordinate,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
