method,split,seed,extractor,evidence_status,metric,value,condition
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011973547781564457,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010687303968082828,blur
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.019405205462023754,blur
joint_affine,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011973547781564457,blur
joint_affine,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010687303968082828,blur
joint_affine,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.019405205462023754,blur
joint_affine,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011973547781564457,blur
joint_affine,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010687303968082828,blur
joint_affine,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.019405205462023754,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011953995615953297,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010655599329108143,blur
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.01962000112328967,blur
joint_offset,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011953995615953297,blur
joint_offset,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010655599329108143,blur
joint_offset,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.01962000112328967,blur
joint_offset,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011953995615953297,blur
joint_offset,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010655599329108143,blur
joint_offset,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.01962000112328967,blur
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011387266489686082,blur
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.009972817368030606,blur
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.01919312338295108,blur
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01152872876443337,blur
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010134154734322094,blur
ordinary_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.01921533466207471,blur
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011555017508570933,blur
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010093208289825151,blur
ordinary_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.019684249975834355,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011552977774485612,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010229399677988657,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.019065722509345802,blur
paired_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011466709896450681,blur
paired_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010104504854522637,blur
paired_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.019174488162775994,blur
paired_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011585789663213435,blur
paired_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01029909896289025,blur
paired_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.01953549071532935,blur
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011561192554424128,blur
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.0102396363331611,blur
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.019104320930784322,blur
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011460759846351164,blur
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01010810128772391,blur
shuffled_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.019152289538910933,blur
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01158725418706983,blur
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010293900436506213,blur
shuffled_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.01953527041972833,blur
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.013793519122028478,blur
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.012796882212901015,blur
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02125356300516217,blur
smoothnet,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.013943609297529308,blur
smoothnet,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.012914872753084864,blur
smoothnet,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.021382490784598106,blur
smoothnet,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.013951554286694555,blur
smoothnet,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.012927095481856402,blur
smoothnet,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.021352525041586655,blur
static,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.010644929205514582,blur
static,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.009345897002387728,blur
static,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.01837244755175653,blur
static,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.010615382824021302,blur
static,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.009254369935891096,blur
static,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.0183848806549797,blur
static,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.010670019715887439,blur
static,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.009287489910359367,blur
static,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.018613999635470297,blur
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.020926955455620535,blur
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.019523798059244337,blur
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.028048835146477685,blur
unchanged,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.020926955455620583,blur
unchanged,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01952379805924438,blur
unchanged,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.028048835146477734,blur
unchanged,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.020926955455620583,blur
unchanged,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01952379805924438,blur
unchanged,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.028048835146477734,blur
coordinate,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
direct,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter0,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter1,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
filter2,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
initialized,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
joint_affine,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
joint_offset,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
ordinary_jepa,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
paired_jepa,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
shuffled_jepa,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
smoothnet,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
static,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
static,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
static,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
static,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
static,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
static,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
static,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
static,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
static,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,,blur
unchanged,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,,blur
coordinate,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01844532946325732,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,visible_nle,0.016979371653670673,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,visible_nle,0.020371015721026772,blur_obstruction
coordinate,development,29,hrnet_w32,automated-source-screen,visible_nle,0.018627236706242604,blur_obstruction
coordinate,development,29,rtmpose_m,automated-source-screen,visible_nle,0.017146789745492254,blur_obstruction
coordinate,development,29,vitpose_base,automated-source-screen,visible_nle,0.020469951399896158,blur_obstruction
coordinate,development,43,hrnet_w32,automated-source-screen,visible_nle,0.018620584819550652,blur_obstruction
coordinate,development,43,rtmpose_m,automated-source-screen,visible_nle,0.01705303379060051,blur_obstruction
coordinate,development,43,vitpose_base,automated-source-screen,visible_nle,0.020623393103691233,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,visible_nle,0.018081545449417348,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,visible_nle,0.016360475765881854,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,visible_nle,0.01948807956635592,blur_obstruction
direct,development,29,hrnet_w32,automated-source-screen,visible_nle,0.017304159452180543,blur_obstruction
direct,development,29,rtmpose_m,automated-source-screen,visible_nle,0.01571705053228735,blur_obstruction
direct,development,29,vitpose_base,automated-source-screen,visible_nle,0.019661633714390156,blur_obstruction
direct,development,43,hrnet_w32,automated-source-screen,visible_nle,0.0168787537294997,blur_obstruction
direct,development,43,rtmpose_m,automated-source-screen,visible_nle,0.016323905339787614,blur_obstruction
direct,development,43,vitpose_base,automated-source-screen,visible_nle,0.018675137773789374,blur_obstruction
filter0,development,17,hrnet_w32,automated-source-screen,visible_nle,0.026728175368637367,blur_obstruction
filter0,development,17,rtmpose_m,automated-source-screen,visible_nle,0.024918027344978142,blur_obstruction
filter0,development,17,vitpose_base,automated-source-screen,visible_nle,0.028702401668177193,blur_obstruction
filter0,development,29,hrnet_w32,automated-source-screen,visible_nle,0.02672817536863741,blur_obstruction
filter0,development,29,rtmpose_m,automated-source-screen,visible_nle,0.024918027344978194,blur_obstruction
filter0,development,29,vitpose_base,automated-source-screen,visible_nle,0.028702401668177238,blur_obstruction
filter0,development,43,hrnet_w32,automated-source-screen,visible_nle,0.02672817536863741,blur_obstruction
filter0,development,43,rtmpose_m,automated-source-screen,visible_nle,0.024918027344978194,blur_obstruction
filter0,development,43,vitpose_base,automated-source-screen,visible_nle,0.028702401668177238,blur_obstruction
filter1,development,17,hrnet_w32,automated-source-screen,visible_nle,0.026277112396813004,blur_obstruction
filter1,development,17,rtmpose_m,automated-source-screen,visible_nle,0.024640785338893405,blur_obstruction
filter1,development,17,vitpose_base,automated-source-screen,visible_nle,0.028621559119464946,blur_obstruction
filter1,development,29,hrnet_w32,automated-source-screen,visible_nle,0.026277112396813056,blur_obstruction
filter1,development,29,rtmpose_m,automated-source-screen,visible_nle,0.024640785338893446,blur_obstruction
filter1,development,29,vitpose_base,automated-source-screen,visible_nle,0.028621559119465,blur_obstruction
filter1,development,43,hrnet_w32,automated-source-screen,visible_nle,0.026277112396813056,blur_obstruction
filter1,development,43,rtmpose_m,automated-source-screen,visible_nle,0.024640785338893446,blur_obstruction
filter1,development,43,vitpose_base,automated-source-screen,visible_nle,0.028621559119465,blur_obstruction
filter2,development,17,hrnet_w32,automated-source-screen,visible_nle,0.026109726148611494,blur_obstruction
filter2,development,17,rtmpose_m,automated-source-screen,visible_nle,0.024509842370365516,blur_obstruction
filter2,development,17,vitpose_base,automated-source-screen,visible_nle,0.02861799577391472,blur_obstruction
filter2,development,29,hrnet_w32,automated-source-screen,visible_nle,0.02610972614861154,blur_obstruction
filter2,development,29,rtmpose_m,automated-source-screen,visible_nle,0.024509842370365565,blur_obstruction
filter2,development,29,vitpose_base,automated-source-screen,visible_nle,0.028617995773914766,blur_obstruction
filter2,development,43,hrnet_w32,automated-source-screen,visible_nle,0.02610972614861154,blur_obstruction
filter2,development,43,rtmpose_m,automated-source-screen,visible_nle,0.024509842370365565,blur_obstruction
filter2,development,43,vitpose_base,automated-source-screen,visible_nle,0.028617995773914766,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01845890320773264,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,visible_nle,0.0169237121687056,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,visible_nle,0.020790457282261837,blur_obstruction
initialized,development,29,hrnet_w32,automated-source-screen,visible_nle,0.018348913195478794,blur_obstruction
initialized,development,29,rtmpose_m,automated-source-screen,visible_nle,0.017061508347798703,blur_obstruction
initialized,development,29,vitpose_base,automated-source-screen,visible_nle,0.02061643755804099,blur_obstruction
initialized,development,43,hrnet_w32,automated-source-screen,visible_nle,0.01842795957001393,blur_obstruction
initialized,development,43,rtmpose_m,automated-source-screen,visible_nle,0.017154403872116596,blur_obstruction
initialized,development,43,vitpose_base,automated-source-screen,visible_nle,0.020552947849830826,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,visible_nle,0.018283610760815222,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,visible_nle,0.016932080852331548,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,visible_nle,0.020492974691262586,blur_obstruction
joint_affine,development,29,hrnet_w32,automated-source-screen,visible_nle,0.018283610760815222,blur_obstruction
joint_affine,development,29,rtmpose_m,automated-source-screen,visible_nle,0.016932080852331548,blur_obstruction
joint_affine,development,29,vitpose_base,automated-source-screen,visible_nle,0.020492974691262586,blur_obstruction
joint_affine,development,43,hrnet_w32,automated-source-screen,visible_nle,0.018283610760815222,blur_obstruction
joint_affine,development,43,rtmpose_m,automated-source-screen,visible_nle,0.016932080852331548,blur_obstruction
joint_affine,development,43,vitpose_base,automated-source-screen,visible_nle,0.020492974691262586,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01845375149250515,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,visible_nle,0.017042470010531732,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,visible_nle,0.020659808310343825,blur_obstruction
joint_offset,development,29,hrnet_w32,automated-source-screen,visible_nle,0.01845375149250515,blur_obstruction
joint_offset,development,29,rtmpose_m,automated-source-screen,visible_nle,0.017042470010531732,blur_obstruction
joint_offset,development,29,vitpose_base,automated-source-screen,visible_nle,0.020659808310343825,blur_obstruction
joint_offset,development,43,hrnet_w32,automated-source-screen,visible_nle,0.01845375149250515,blur_obstruction
joint_offset,development,43,rtmpose_m,automated-source-screen,visible_nle,0.017042470010531732,blur_obstruction
joint_offset,development,43,vitpose_base,automated-source-screen,visible_nle,0.020659808310343825,blur_obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01860226914217759,blur_obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.01717873236746439,blur_obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.020930999614630512,blur_obstruction
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,visible_nle,0.01865949903872017,blur_obstruction
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,visible_nle,0.017262915830039208,blur_obstruction
ordinary_jepa,development,29,vitpose_base,automated-source-screen,visible_nle,0.020806845445602476,blur_obstruction
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,visible_nle,0.01846807968203953,blur_obstruction
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,visible_nle,0.017199840180152824,blur_obstruction
ordinary_jepa,development,43,vitpose_base,automated-source-screen,visible_nle,0.020657183521479692,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01836035476961428,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.016987424666008832,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.020595584905235317,blur_obstruction
paired_jepa,development,29,hrnet_w32,automated-source-screen,visible_nle,0.018607489984974704,blur_obstruction
paired_jepa,development,29,rtmpose_m,automated-source-screen,visible_nle,0.017269488564675625,blur_obstruction
paired_jepa,development,29,vitpose_base,automated-source-screen,visible_nle,0.020756990048789024,blur_obstruction
paired_jepa,development,43,hrnet_w32,automated-source-screen,visible_nle,0.018397331722780408,blur_obstruction
paired_jepa,development,43,rtmpose_m,automated-source-screen,visible_nle,0.017229708729058733,blur_obstruction
paired_jepa,development,43,vitpose_base,automated-source-screen,visible_nle,0.020539155762891656,blur_obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.018334909867791002,blur_obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.016974013333975767,blur_obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.02057744420961235,blur_obstruction
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,visible_nle,0.01856697215645293,blur_obstruction
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,visible_nle,0.0172144165785833,blur_obstruction
shuffled_jepa,development,29,vitpose_base,automated-source-screen,visible_nle,0.02072830943280233,blur_obstruction
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,visible_nle,0.01842892288163438,blur_obstruction
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,visible_nle,0.017242152224176237,blur_obstruction
shuffled_jepa,development,43,vitpose_base,automated-source-screen,visible_nle,0.02056500022969386,blur_obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01938930181502891,blur_obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,visible_nle,0.018032560762157496,blur_obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,visible_nle,0.02161777512611523,blur_obstruction
smoothnet,development,29,hrnet_w32,automated-source-screen,visible_nle,0.01958944168790998,blur_obstruction
smoothnet,development,29,rtmpose_m,automated-source-screen,visible_nle,0.01819209320170191,blur_obstruction
smoothnet,development,29,vitpose_base,automated-source-screen,visible_nle,0.021731467429490232,blur_obstruction
smoothnet,development,43,hrnet_w32,automated-source-screen,visible_nle,0.019571509877671638,blur_obstruction
smoothnet,development,43,rtmpose_m,automated-source-screen,visible_nle,0.01819306348380784,blur_obstruction
smoothnet,development,43,vitpose_base,automated-source-screen,visible_nle,0.021739931261499014,blur_obstruction
static,development,17,hrnet_w32,automated-source-screen,visible_nle,0.018266486283246328,blur_obstruction
static,development,17,rtmpose_m,automated-source-screen,visible_nle,0.01647464141082617,blur_obstruction
static,development,17,vitpose_base,automated-source-screen,visible_nle,0.02004324017503244,blur_obstruction
