method,extractor,metric,mean,min,max
static,rtmpose_m,displacement_nle,0.007243528957504182,0.007234341291110396,0.007253272396926431
static,rtmpose_m,event_timing_mae_s,,,
static,rtmpose_m,lower_limb_nle,,,
static,rtmpose_m,missing_rate,0.0,0.0,0.0
static,rtmpose_m,p95_nle,0.02592566042290669,0.02591798322956578,0.025929965663655557
static,rtmpose_m,synthetic_all_nle,0.01442376222343045,0.014373244992772328,0.014498655619047555
static,rtmpose_m,synthetic_occluded_nle,,,
static,rtmpose_m,visible_nle,0.01046348801828452,0.010443003563019795,0.01048144388747377
static,vitpose_base,amplitude_error,,,
static,vitpose_base,amplitude_ratio,,,
static,vitpose_base,ankle_separation_mae,,,
static,vitpose_base,displacement_nle,0.007798159662221027,0.007786761532627083,0.007819765507395757
static,vitpose_base,event_timing_mae_s,,,
static,vitpose_base,lower_limb_nle,,,
static,vitpose_base,missing_rate,0.0,0.0,0.0
static,vitpose_base,p95_nle,0.03322059190633256,0.03309912020411033,0.03332434711564926
static,vitpose_base,synthetic_all_nle,0.020421565031293873,0.020406305697880576,0.020437531354337887
static,vitpose_base,synthetic_occluded_nle,,,
static,vitpose_base,visible_nle,0.014429052675902498,0.014399362222734722,0.014457340171526115
unchanged,hrnet_w32,amplitude_error,,,
unchanged,hrnet_w32,amplitude_ratio,,,
unchanged,hrnet_w32,ankle_separation_mae,,,
unchanged,hrnet_w32,displacement_nle,0.00965883808440783,0.009658838084407796,0.009658838084407845
unchanged,hrnet_w32,event_timing_mae_s,,,
unchanged,hrnet_w32,lower_limb_nle,,,
unchanged,hrnet_w32,missing_rate,0.0,0.0,0.0
unchanged,hrnet_w32,p95_nle,0.04103921170536265,0.04103921170536262,0.04103921170536266
unchanged,hrnet_w32,synthetic_all_nle,0.027026008530172868,0.027026008530172833,0.027026008530172885
unchanged,hrnet_w32,synthetic_occluded_nle,,,
unchanged,hrnet_w32,visible_nle,0.020696477973387525,0.020696477973387493,0.020696477973387542
unchanged,rtmpose_m,amplitude_error,,,
unchanged,rtmpose_m,amplitude_ratio,,,
unchanged,rtmpose_m,ankle_separation_mae,,,
unchanged,rtmpose_m,displacement_nle,0.00753430534307615,0.007534305343076118,0.007534305343076166
unchanged,rtmpose_m,event_timing_mae_s,,,
unchanged,rtmpose_m,lower_limb_nle,,,
unchanged,rtmpose_m,missing_rate,0.0,0.0,0.0
unchanged,rtmpose_m,p95_nle,0.03879461520673566,0.038794615206735626,0.038794615206735675
unchanged,rtmpose_m,synthetic_all_nle,0.024491219185915087,0.02449121918591506,0.024491219185915104
unchanged,rtmpose_m,synthetic_occluded_nle,,,
unchanged,rtmpose_m,visible_nle,0.019378440797994254,0.019378440797994227,0.01937844079799427
unchanged,vitpose_base,amplitude_error,,,
unchanged,vitpose_base,amplitude_ratio,,,
unchanged,vitpose_base,ankle_separation_mae,,,
unchanged,vitpose_base,displacement_nle,0.008066545648258915,0.008066545648258885,0.00806654564825893
unchanged,vitpose_base,event_timing_mae_s,,,
unchanged,vitpose_base,lower_limb_nle,,,
unchanged,vitpose_base,missing_rate,0.0,0.0,0.0
unchanged,vitpose_base,p95_nle,0.04617302527415668,0.046173025274156655,0.046173025274156704
unchanged,vitpose_base,synthetic_all_nle,0.03062217719140557,0.03062217719140553,0.030622177191405583
unchanged,vitpose_base,synthetic_occluded_nle,,,
unchanged,vitpose_base,visible_nle,0.023274734340568728,0.023274734340568693,0.023274734340568745
