seed,method,extractor,endpoint,scale_policy,records,reference_eligible,reference_ineligible,original_supported,complete_predictions,incomplete_predictions,count_mismatch_records,reference_events,matched_events,missed_events,known_extra_events,extra_count_unknown_records,event_recall,known_event_precision,conditional_timing_mae_s
43,coordinate,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,2,128,0,126,580,529,51,830.0,0,0.9120689655172414,0.38925680647534955,0.036824196597353524
43,coordinate,vitpose_base,visible,frame_reference,128,32,96,1,32,0,31,158,141,17,158.0,0,0.8924050632911392,0.47157190635451507,0.034042553191489466
43,direct,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,2,128,0,126,580,552,28,882.0,0,0.9517241379310345,0.38493723849372385,0.034710144927536185
43,direct,hrnet_w32,visible,frame_reference,128,32,96,0,32,0,32,158,154,4,203.0,0,0.9746835443037974,0.43137254901960786,0.03220779220779224
43,direct,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,12,128,0,116,580,521,59,528.0,0,0.8982758620689655,0.4966634890371783,0.03439539347408833
43,direct,rtmpose_m,visible,frame_reference,128,32,96,0,32,0,32,158,147,11,118.0,0,0.930379746835443,0.5547169811320755,0.026938775510204092
43,direct,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,17,128,0,111,580,524,56,541.0,0,0.903448275862069,0.492018779342723,0.033664122137404565
43,direct,vitpose_base,visible,frame_reference,128,32,96,3,32,0,29,158,146,12,106.0,0,0.9240506329113924,0.5793650793650794,0.02438356164383564
43,filter0,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,8,128,0,120,580,547,33,744.0,0,0.9431034482758621,0.42370255615801705,0.03480804387568551
43,filter0,hrnet_w32,visible,frame_reference,128,32,96,1,32,0,31,158,148,10,185.0,0,0.9367088607594937,0.4444444444444444,0.03270270270270261
43,filter0,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,16,128,0,112,580,513,67,484.0,0,0.8844827586206897,0.5145436308926781,0.036023391812865464
43,filter0,rtmpose_m,visible,frame_reference,128,32,96,1,32,0,31,158,149,9,101.0,0,0.9430379746835443,0.596,0.027919463087248353
43,filter0,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,19,128,0,109,580,504,76,506.0,0,0.8689655172413793,0.499009900990099,0.03468253968253969
43,filter0,vitpose_base,visible,frame_reference,128,32,96,4,32,0,28,158,146,12,84.0,0,0.9240506329113924,0.6347826086956522,0.02493150684931511
43,filter1,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,23,128,0,105,580,462,118,312.0,0,0.7965517241379311,0.5968992248062015,0.04190476190476191
43,filter1,hrnet_w32,visible,frame_reference,128,32,96,5,32,0,27,158,141,17,71.0,0,0.8924050632911392,0.6650943396226415,0.036028368794326165
43,filter1,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,21,128,0,107,580,411,169,190.0,0,0.7086206896551724,0.6838602329450915,0.0342579075425791
43,filter1,rtmpose_m,visible,frame_reference,128,32,96,10,32,0,22,158,129,29,23.0,0,0.8164556962025317,0.8486842105263158,0.031007751937984475
43,filter1,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,17,128,0,111,580,407,173,232.0,0,0.7017241379310345,0.6369327073552425,0.035773955773955826
43,filter1,vitpose_base,visible,frame_reference,128,32,96,18,32,0,14,158,131,27,27.0,0,0.8291139240506329,0.8291139240506329,0.029312977099236703
43,filter2,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,30,128,0,98,580,378,202,174.0,0,0.6517241379310345,0.6847826086956522,0.03989417989417991
43,filter2,hrnet_w32,visible,frame_reference,128,32,96,7,32,0,25,158,121,37,25.0,0,0.7658227848101266,0.8287671232876712,0.0347107438016529
43,filter2,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,26,128,0,102,580,365,215,124.0,0,0.6293103448275862,0.7464212678936605,0.03539726027397266
43,filter2,rtmpose_m,visible,frame_reference,128,32,96,6,32,0,26,158,116,42,7.0,0,0.7341772151898734,0.943089430894309,0.03275862068965513
43,filter2,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,22,128,0,106,580,349,231,147.0,0,0.6017241379310345,0.7036290322580645,0.036446991404011496
43,filter2,vitpose_base,visible,frame_reference,128,32,96,15,32,0,17,158,115,43,16.0,0,0.7278481012658228,0.8778625954198473,0.02469565217391308
43,initialized,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,5,128,0,123,580,542,38,780.0,0,0.9344827586206896,0.40998487140695916,0.03439114391143906
43,initialized,hrnet_w32,visible,frame_reference,128,32,96,2,32,0,30,158,146,12,173.0,0,0.9240506329113924,0.45768025078369906,0.033424657534246456
43,initialized,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,18,128,0,110,580,513,67,471.0,0,0.8844827586206897,0.5213414634146342,0.03485380116959064
43,initialized,rtmpose_m,visible,frame_reference,128,32,96,7,32,0,25,158,141,17,84.0,0,0.8924050632911392,0.6266666666666667,0.030354609929078034
43,initialized,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,17,128,0,111,580,510,70,488.0,0,0.8793103448275862,0.5110220440881763,0.032627450980392166
43,initialized,vitpose_base,visible,frame_reference,128,32,96,6,32,0,26,158,145,13,83.0,0,0.9177215189873418,0.6359649122807017,0.022068965517241374
43,ordinary_jepa,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,3,128,0,125,580,540,40,795.0,0,0.9310344827586207,0.4044943820224719,0.035629629629629594
43,ordinary_jepa,hrnet_w32,visible,frame_reference,128,32,96,0,32,0,32,158,151,7,195.0,0,0.9556962025316456,0.43641618497109824,0.033907284768211844
43,ordinary_jepa,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,15,128,0,113,580,507,73,460.0,0,0.8741379310344828,0.5243019648397105,0.035029585798816563
43,ordinary_jepa,rtmpose_m,visible,frame_reference,128,32,96,3,32,0,29,158,143,15,97.0,0,0.9050632911392406,0.5958333333333333,0.031328671328671294
43,ordinary_jepa,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,25,128,0,103,580,505,75,483.0,0,0.8706896551724138,0.5111336032388664,0.03271287128712874
43,ordinary_jepa,vitpose_base,visible,frame_reference,128,32,96,4,32,0,28,158,145,13,87.0,0,0.9177215189873418,0.625,0.023448275862068987
43,paired_jepa,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,5,128,0,123,580,542,38,794.0,0,0.9344827586206896,0.405688622754491,0.03616236162361621
43,paired_jepa,hrnet_w32,visible,frame_reference,128,32,96,0,32,0,32,158,149,9,182.0,0,0.9430379746835443,0.4501510574018127,0.033557046979865744
43,paired_jepa,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,20,128,0,108,580,510,70,457.0,0,0.8793103448275862,0.5274043433298863,0.03599999999999997
43,paired_jepa,rtmpose_m,visible,frame_reference,128,32,96,8,32,0,24,158,142,16,93.0,0,0.8987341772151899,0.6042553191489362,0.03183098591549287
43,paired_jepa,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,22,128,0,106,580,511,69,495.0,0,0.8810344827586207,0.5079522862823062,0.032641878669275946
43,paired_jepa,vitpose_base,visible,frame_reference,128,32,96,5,32,0,27,158,147,11,89.0,0,0.930379746835443,0.6228813559322034,0.022857142857142812
43,reference_oracle,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,128,128,0,0,580,580,0,0.0,0,1.0,1.0,0.0
43,reference_oracle,hrnet_w32,visible,frame_reference,128,32,96,32,32,0,0,158,158,0,0.0,0,1.0,1.0,0.0
43,reference_oracle,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,128,128,0,0,580,580,0,0.0,0,1.0,1.0,0.0
43,reference_oracle,rtmpose_m,visible,frame_reference,128,32,96,32,32,0,0,158,158,0,0.0,0,1.0,1.0,0.0
43,reference_oracle,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,128,128,0,0,580,580,0,0.0,0,1.0,1.0,0.0
43,reference_oracle,vitpose_base,visible,frame_reference,128,32,96,32,32,0,0,158,158,0,0.0,0,1.0,1.0,0.0
43,shuffled_jepa,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,5,128,0,123,580,542,38,788.0,0,0.9344827586206896,0.4075187969924812,0.0358671586715867
43,shuffled_jepa,hrnet_w32,visible,frame_reference,128,32,96,0,32,0,32,158,150,8,184.0,0,0.9493670886075949,0.4491017964071856,0.03439999999999994
43,shuffled_jepa,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,21,128,0,107,580,509,71,453.0,0,0.8775862068965518,0.5291060291060291,0.03630648330058936
43,shuffled_jepa,rtmpose_m,visible,frame_reference,128,32,96,8,32,0,24,158,142,16,93.0,0,0.8987341772151899,0.6042553191489362,0.032394366197183014
43,shuffled_jepa,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,22,128,0,106,580,510,70,492.0,0,0.8793103448275862,0.5089820359281437,0.032941176470588245
43,shuffled_jepa,vitpose_base,visible,frame_reference,128,32,96,5,32,0,27,158,147,11,88.0,0,0.930379746835443,0.625531914893617,0.02312925170068022
43,smoothnet,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,5,128,0,123,580,549,31,824.0,0,0.946551724137931,0.3998543335761107,0.035409836065573734
43,smoothnet,hrnet_w32,visible,frame_reference,128,32,96,0,32,0,32,158,150,8,202.0,0,0.9493670886075949,0.42613636363636365,0.02906666666666664
43,smoothnet,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,18,128,0,110,580,512,68,489.0,0,0.8827586206896552,0.5114885114885115,0.03812499999999995
43,smoothnet,rtmpose_m,visible,frame_reference,128,32,96,3,32,0,29,158,142,16,103.0,0,0.8987341772151899,0.5795918367346938,0.030422535211267532
43,smoothnet,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,14,128,0,114,580,501,79,522.0,0,0.8637931034482759,0.4897360703812317,0.03600798403193611
43,smoothnet,vitpose_base,visible,frame_reference,128,32,96,3,32,0,29,158,144,14,85.0,0,0.9113924050632911,0.62882096069869,0.024166666666666684
43,static,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,1,128,0,127,580,541,39,984.0,0,0.9327586206896552,0.35475409836065575,0.0328280961182994
43,static,hrnet_w32,visible,frame_reference,128,32,96,0,32,0,32,158,155,3,248.0,0,0.9810126582278481,0.38461538461538464,0.0260645161290322
43,static,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,7,128,0,121,580,529,51,793.0,0,0.9120689655172414,0.4001512859304085,0.031909262759924326
43,static,rtmpose_m,visible,frame_reference,128,32,96,2,32,0,30,158,149,9,161.0,0,0.9430379746835443,0.4806451612903226,0.029798657718120694
43,static,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,7,128,0,121,580,534,46,807.0,0,0.9206896551724137,0.3982102908277405,0.030337078651685345
43,static,vitpose_base,visible,frame_reference,128,32,96,0,32,0,32,158,156,2,183.0,0,0.9873417721518988,0.46017699115044247,0.025128205128205083
43,unchanged,hrnet_w32,all_valid_synthetic,window_median_reference,128,128,0,8,128,0,120,580,547,33,744.0,0,0.9431034482758621,0.42370255615801705,0.03480804387568551
43,unchanged,hrnet_w32,visible,frame_reference,128,32,96,1,32,0,31,158,148,10,185.0,0,0.9367088607594937,0.4444444444444444,0.03270270270270261
43,unchanged,rtmpose_m,all_valid_synthetic,window_median_reference,128,128,0,16,127,1,111,580,510,70,480.0,1,0.8793103448275862,0.5151515151515151,0.035686274509803884
43,unchanged,rtmpose_m,visible,frame_reference,128,32,96,1,32,0,31,158,149,9,101.0,0,0.9430379746835443,0.596,0.027919463087248353
43,unchanged,vitpose_base,all_valid_synthetic,window_median_reference,128,128,0,19,128,0,109,580,504,76,506.0,0,0.8689655172413793,0.499009900990099,0.03468253968253969
43,unchanged,vitpose_base,visible,frame_reference,128,32,96,4,32,0,28,158,146,12,84.0,0,0.9240506329113924,0.6347826086956522,0.02493150684931511
