relative_path,source_dataset,parent_path,subject_id_candidate,motion_id,sha256,npz_keys,num_frames,pose_width,trans_frames,trans_width,mocap_framerate,gender,status,error
BioMotionLab_NTroje/rub035/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0014_knocking2,ea0ec06445690a57dbcfd7fadcd62d49756dc0765eb407853c4ea5be295a46bf,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1112,156,1112,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0015_sitting1,12d6f68f3c6571ef20295c2898ee93417cea4f830426c2b99f3927bfb7f3d5cd,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1466,156,1466,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0016_sitting2,5113a02b88c17c9d046901ab2b53838866e978a815a81b15fa5c022c06d6d636,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1242,156,1242,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0017_lifting_light1,dfb91c26f66b6a980da2a859440420c0469b47e41c83c15e93badaa89ab89379,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",790,156,790,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0020_lifting_heavy2,588a0437e5aa1ca230c1416dce60f28610d61a67233c48a4e61bbc79c62a30ff,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",928,156,928,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0021_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0021_throwing_hard1,68d57243cc63f2556b4217a6c42e9d3ff29fd20448f4eff7dfc386e162f0791c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",400,156,400,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0022_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0022_throwing_hard2,f2df10a758984e44d83a96754dd13b4753735a9ece23c8c75b85595e0a7059cb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",484,156,484,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0024_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0024_kicking1,806cf28784600f266c10a985207d811eb25b099a59cd6c6987f6067d52829ab7,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",483,156,483,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0025_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0025_kicking2,ca467caa3a0348e35f02935110fd0fe7ec47d8177341349d948f0e3a236f691f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",383,156,383,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0026_kicking3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0026_kicking3,fedb1be31cd5230e23a954bad0f13cfb05e9d3332162f9dd9eb3d90512a52a56,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",402,156,402,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0028_jumping1,2d5d1d4e50900946a00276da34d9211c6b057217812cbb49d827082a0bff61e9,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",491,156,491,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0029_jumping2,8613d3175bf0304027e1c19e0440edaa215dde9ab150b85c65ecc3406fae6805,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",330,156,330,3,120.0,male,ok,
BioMotionLab_NTroje/rub035/0030_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,BioMotionLab_NTroje::rub035,0030_scamper,d3b7f10e566a01daee0c24649006a400477b6a74a84b68c9bf9fb595c19118dd,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",4193,156,4193,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0000_treadmill_norm,14d723ea35f8d4e4c723845b3061c3a765d80fb1fc8c116f34647388895c72e4,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2568,156,2568,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0001_treadmill_fast,9a6bff2b8b3ca2c90da401477d636a66e9b144536f336fbb9728f51dac15b4fd,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2578,156,2578,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0002_treadmill_slow,57a97bdc197b72df971bfa201ecd5c5a09299b11ff25baa680dd65f234adef70,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2609,156,2609,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0003_treadmill_jog,19f6c77ed2d065c4b2b077571c37fbd72761e01ad7a217c8b71986b7d6945eeb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2678,156,2678,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0004_motorcycle,c57828f38e7286e73adb4f9b66b021697940390220850e2dbfc0f1eb85565e2d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",468,156,468,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0005_normal_walk1,5ec4722c7efb5907deb068b31bcba454025630fa0cdee2a41dad2a3795eb7e6a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",375,156,375,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0006_normal_walk2,411de31d6ec83a9323731353f9edd9fecf8740638ec7c46024f834a3c313e0f1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",397,156,397,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0007_normal_walk3,0c5a4eb0214f654609d270bb3a1e848b3318c77d8102d6388e9fd136e442e9c6,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",389,156,389,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0008_normal_walk4,1de4055e89c6831cc2cb9461c02d3e784f8c70ded9a1814b594d123af6a0d4c5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",402,156,402,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0009_normal_jog1,1ec382da1985d2eda6d2ec24d3f0f0e76988cc4a541fcaf3438e0f5e9fe00e45,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",141,156,141,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0010_normal_jog2,882f4ce133300553100443d043ea3f8bc2c76a3d5f62b1789db431fea4300799,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",191,156,191,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0011_normal_jog3,8d768d89f7ebc403b9e1f4fd7c0b8f67157134f5f846a9f237d8561ccaa6a73b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",169,156,169,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0012_normal_jog4,2f3cc01bccb55ccc110d36df6c0a2db864e65b338106d6c2f4869d8484a2d981,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",207,156,207,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0013_knocking1,34b44d573becd9985030c83e819cd6715b09e6af683b4261ec3924c8a2fbf7c6,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",927,156,927,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0014_knocking2,fe131fe27c986aea26a780069cca166d2c45805884a5faf22b4cda8c944d6586,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",996,156,996,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0015_sitting1,a4011d96069d237b51b84b9d661b6f4be711f856ae12a4ce890003ae08d33286,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1191,156,1191,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0016_sitting2,7eccffe5d891a6a03fb4636056acab1519998bb86cb8cfb25e8d574321c7f38a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1097,156,1097,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0017_lifting_light1,b64646dcc1fdc6968a465cb60b5903de0dbf203a238c038317f4dc7745b6d841,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",907,156,907,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0018_lifting_light2,e19c25a39c0fab8a71cc2ef2cade4e6403b05d88ff2c289974576c925052df6c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",955,156,955,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0019_lifting_light3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0019_lifting_light3,c01455bd51e6610822fe1827a8d29badb65ec46e85e18a5b7cf7e11afd878f3d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",892,156,892,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0020_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0020_lifting_heavy1,553f104f4cd11972f16e1dbdf50808afc695005186c367f9c0495117f3241a11,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1099,156,1099,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0021_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0021_lifting_heavy2,6203f72fa6373322e4c304124f5a4948e7c954bec53303565524dee0723601f3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",887,156,887,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0022_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0022_catching_and_throwing,dcf64784b2baefc2dc5a971729d75e8053e2d15797bba9e9cbe7f020702dc21f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2748,156,2748,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0023_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0023_throwing_hard1,709eb3c6ca50635cd9e0642de9b07893ac11a8f118e7788d13395f16222cf8af,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",576,156,576,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0024_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0024_throwing_hard2,e75fd298bd6b1037636c57e411c1585617c01e259ac05ae8e48177c5f3af952b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",843,156,843,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0025_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0025_throwing_hard3,df6a828c694c070e71eae4f7c6326d39249295da146952448115eb06c130034a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",352,156,352,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0026_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0026_kicking1,d076ea0a9d6ce825074689f49a2ed963ffbdce26d4cdbf13ea6c33fc4dd56845,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",395,156,395,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0027_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0027_kicking2,e0fefb5610ec76af0e8c0646785b176e11dcbbd7684329508f0714e5a8b4672e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",430,156,430,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0028_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0028_circle_walk,8d9376d1a74010d1a6f8c470e2e17a4593d117b79c9105f47e74312a20b5fe93,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1335,156,1335,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0029_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0029_jumping1,882b7969617c3e9345cd274375431f7c3ba32ae260329a7bead413adec5ae43c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",487,156,487,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0030_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0030_jumping2,72e74535a7fee0dfdd9efcafc7d4899414adcb790aa8e9359bf1184a6ed30088,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",478,156,478,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0031_jumping3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0031_jumping3,f4e5fb2679a4deb299825890bdf37b960828f29b39ca9f0ff053c8ec40ec2a5e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",473,156,473,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0032_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0032_scamper,4ba0b6b80f737a990288ad98dc8c80d8db347232251e48c88550dbf3e7361e4a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3612,156,3612,3,120.0,male,ok,
BioMotionLab_NTroje/rub036/0033_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub036,BioMotionLab_NTroje::rub036,0033_rom,cd01b97add4f4d224e2c6357d40002a5c166b618a9c1228d674105968745e876,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3348,156,3348,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0000_treadmill_norm,cc4040ca3788d687616ba925a0ce3393ffc0ad9f8a01c1260dd6ad35bac26661,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2559,156,2559,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0001_treadmill_fast,03060102798596bdc01b19d4bdbedf6aae3e13d393519cfc11f500b14e175afd,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2468,156,2468,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0002_treadmill_slow,4875c6aa9fedd8812ff70724f133421780b33def099c4ae14ac0573e81be0768,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2575,156,2575,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0003_treadmill_jog,2cd800d718021a36662937a6fc0811ca764d42a0c6b8e341b4f6e9a99459b602,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3004,156,3004,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0004_motorcycle,84cb3620a1d6f6cd9327bb54539f4b486a18cfef36dc4f0a3628ac556373f23b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",472,156,472,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0005_normal_walk1,e603e73e525569214ed5818e91b6df10ae5dd4de347d7c25083c1a4ca78fb33f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",453,156,453,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0006_normal_walk2,06ee367e89c465b11be2cc43d296314f723277435d4d5d5b751a44abbb088bf8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",502,156,502,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0007_normal_walk3,94303cb6dffd6876ac836d54063fba6760e8b264e47ec35be6372ade8e15a302,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",516,156,516,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0008_normal_walk4,55c5337b63650894569dc777c5a5fad7f125fb42bdc59edbdde99ae46d84bcdf,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",516,156,516,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0009_normal_jog1,81b9299fde9c5a8d9602d3fbb3498d3532f4f756654b441bba874df3493809f6,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",268,156,268,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0010_normal_jog2,e6840056e88b2ab7cf3f04b49f57897946789af9a78b6be84e5df0f1c9d6e18c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",255,156,255,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0011_normal_jog3,90c4de1fc03600ba8f59f85bcf0e755d6185c27caf503ab623abccade5a1141d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",180,156,180,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0012_normal_jog4,c6fb628c5ebf4a337ecdd2e41f60f7e56b42750481dd1495f29d78e2a56aa147,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",240,156,240,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0013_knocking1,91aeeae52ccea8631e3e8fdc94b509c92ff80caed4302fbb8848797ea6249d92,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",859,156,859,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0014_knocking2,6ddf5bd9a0d7fc840591cd0a8c37074ddb83532521cd547840f2c16f3060fbd9,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",897,156,897,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0015_sitting1,4a90da342a86994d360619f7894094f1b535bf5c0befb0ab09ca7f596efd2a2a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1314,156,1314,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0016_sitting2,8a98db5bede93418b1bc68eb2ad80a64f477bd0a71a32b77663a4fb94e4e8a3b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1191,156,1191,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0017_lifting_light1,ae2a972fc88659560aa80d1a71caffdb8bae79e80bd466ad9b4cc4ed17573715,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",853,156,853,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0018_lifting_light2,c656c97a85e993372755b281d2960518c94bee01d374ad135530b0065020ef92,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",838,156,838,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0019_lifting_heavy1,1dafd0d65666065b00ab49f2839c88f47aec58965b807a96598adeb9ce4aba99,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",837,156,837,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0020_lifting_heavy2,f9bec3ac4ca93671767b9a1538508a342f44fde2cb1fd66e2e27ebcc44c81ad9,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",898,156,898,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0021_catching_and_throwing,329a56f06445b69b5d63e0c80d6764b284bf262a1a33b15e87ddd0012b8a4dfd,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2908,156,2908,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0022_throwing_hard1,ffabb3229704764a669356fef257dfa303efd34b141c51a803900f2cc38060ad,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",592,156,592,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0023_throwing_hard2,febf53deb0fcedb8237f3b34a6ff1389e0f8620a0ea38d11d433ad82ac976520,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",383,156,383,3,120.0,male,ok,
