relative_path,tensor_relative_path,source_dataset,subject_id_candidate,identity,split,motion_id,gender,native_fps,native_frames,canonical_fps,canonical_frames,source_sha256,source_sha256_verified,body_model_sha256,dmpl_model_sha256,schema,coordinate_frame,valid_fraction,forward_method,travel_displacement_m,travel_path_length_m,travel_straightness,travel_linearity,lateral_hip_alignment,leg_length_m,conversion_fingerprint,status,error
BioMotionLab_NTroje/rub045/0019_lifting_light2_poses.npz,BioMotionLab_NTroje/rub045/0019_lifting_light2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0019_lifting_light2,female,120.0,703,30.0,176,b6b984c974c6552cc836ba9f43a548ff42fb12a63a0cb36d22d43db6cf40efb6,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.04735540284377231,5.272860337504447,0.008980970443488893,0.9991389177415125,1.0000000000000002,0.7251081466674805,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0020_lifting_heavy1_poses.npz,BioMotionLab_NTroje/rub045/0020_lifting_heavy1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0020_lifting_heavy1,female,120.0,798,30.0,200,7967162ce45a13d7190cb3d7b501c5514203feef709a2290601390b6078f271a,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.11860670163470384,5.158539922793878,0.02299230080795152,0.9961869346981005,1.0,0.724448561668396,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0021_lifting_heavy2_poses.npz,BioMotionLab_NTroje/rub045/0021_lifting_heavy2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0021_lifting_heavy2,female,120.0,840,30.0,210,7c13e74b6cfaac1c822ba97db2b0c0a6877b647e1fba68b42ff27b50158f4471,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.30341470845914265,5.442803698371928,0.05574603187506123,0.9974542643902389,1.0,0.72578364610672,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0022_catching_and_throwing_poses.npz,BioMotionLab_NTroje/rub045/0022_catching_and_throwing_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0022_catching_and_throwing,female,120.0,3422,30.0,856,4c29f4fcafe94d811296cb2aa8734f0ac33f796f73fab8a22f16a8a23a4ce7be,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.21452213061673767,4.283288259625043,0.050083514723689604,0.8791425751265167,1.0,0.7243672609329224,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0023_throwing_hard1_poses.npz,BioMotionLab_NTroje/rub045/0023_throwing_hard1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0023_throwing_hard1,female,120.0,470,30.0,118,ecf7244f1d1b4071e51a2fd5bda2f744b43da5dc79f1a79e3eb31d46d76dc5b8,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.114637357449046,0.8388294088376167,0.13666349348421317,0.9388131408841548,1.0,0.7260053157806396,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0024_throwing_hard2_poses.npz,BioMotionLab_NTroje/rub045/0024_throwing_hard2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0024_throwing_hard2,female,120.0,446,30.0,112,48d863c05fe10c1c40d4ec41db274f0062c537a4e5c05f4c8470710cda5a4204,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,pelvis_travel_pca_signed_by_robust_displacement,0.5488303761720317,0.8870754387149652,0.61869639516463,0.9869325777631865,0.962232188352345,0.7258187532424927,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0025_throwing_hard3_poses.npz,BioMotionLab_NTroje/rub045/0025_throwing_hard3_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0025_throwing_hard3,female,120.0,524,30.0,131,c8dfebbdf764f5f8800c3b0ab572e589a27cad413a56d4038dc611fd2a166627,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,pelvis_travel_pca_signed_by_robust_displacement,0.5579597517220964,0.8929916001218774,0.6248208288252038,0.9677335366636319,0.9544604534408793,0.7252978682518005,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0026_kicking1_poses.npz,BioMotionLab_NTroje/rub045/0026_kicking1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0026_kicking1,female,120.0,467,30.0,117,0e4b621a4be16d8941f918cef714c1bbcecf34bff26a5cd6b28b2289492f98df,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,pelvis_travel_pca_signed_by_robust_displacement,0.4410291352487816,0.9363921678436847,0.4709876378658521,0.9360610863577155,0.9611359585345896,0.7268248796463013,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0027_kicking2_poses.npz,BioMotionLab_NTroje/rub045/0027_kicking2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0027_kicking2,female,120.0,538,30.0,135,cc89cccb8e9f1f532d48422e8e18e5d3653638cb2c5951489eb93427e9cbf046,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,pelvis_travel_pca_signed_by_robust_displacement,0.4899765360087002,0.7062904008132613,0.6937324016360897,0.9799733217839208,0.9987655772707333,0.7259293794631958,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0028_circle_walk_poses.npz,BioMotionLab_NTroje/rub045/0028_circle_walk_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0028_circle_walk,female,120.0,1920,30.0,480,05c8a30bbde497fe0684553616ff3041711a4d492dcfa25d9e7f2315539d19d2,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.14687014788690222,15.206292471716788,0.009658511314317803,0.5470939940925286,1.0,0.7282187938690186,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0029_jumping1_poses.npz,BioMotionLab_NTroje/rub045/0029_jumping1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0029_jumping1,female,120.0,400,30.0,100,2f176a86433d4480cc64d0e111dadb4a34b1a941da0d1800e4e0c5d67de6d3c3,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.0353580810203983,0.376331249892091,0.09395467697815915,0.8972861209612181,1.0,0.7255728840827942,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0030_jumping2_poses.npz,BioMotionLab_NTroje/rub045/0030_jumping2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0030_jumping2,female,120.0,407,30.0,102,32646007022753dafe652837676fa8a56579118e2f849e2981b5dc79c429e907,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.06441719969584787,0.4312026947875076,0.14938960371662804,0.9850557501313059,1.0000000000000002,0.7272596955299377,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0031_scamper_poses.npz,BioMotionLab_NTroje/rub045/0031_scamper_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0031_scamper,female,120.0,5361,30.0,1341,e8bc31786cc7c164a92c176d1fa55c3b567b5e22ba3d65289ba2121cd3810966,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.10470970835849776,16.727192801445185,0.0062598494320846906,0.8018791272567147,1.0,0.7334427237510681,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub045/0032_rom_poses.npz,BioMotionLab_NTroje/rub045/0032_rom_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub045,BioMotionLab_NTroje::rub045,train,0032_rom,female,120.0,11119,30.0,2780,10a7813912f65f2805841a44ddad16988a749a74423cb70a629300c113f81452,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,1.539969108388109,17.183984788124718,0.0896165311699025,0.5208940994345646,1.0,0.7300727963447571,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub046/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje/rub046/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0000_treadmill_norm,male,120.0,2321,30.0,581,d5caecca0bf30ab7bb9b9c90dde4134850d3cb907f4dcdd4351194afde7e70d4,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.015227092931955174,2.146183299410721,0.007094963853337266,0.7302424508337387,1.0,0.8593180179595947,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje/rub046/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0001_treadmill_fast,male,120.0,2355,30.0,589,4419a1fdd1383d2d4282c34d5a46fc6eb27eea14f236c592eb28c146fb428b3e,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.028016618645276634,2.2245550270417436,0.012594257415395868,0.8282654575193911,1.0000000000000002,0.8583458662033081,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje/rub046/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0002_treadmill_slow,male,120.0,2415,30.0,604,0dfde02b6cf8b0fc8047ff4f776034589e0a9537f8abd9e0fda904260c5727f0,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.041799993932894845,2.8706225708859145,0.014561299126131645,0.9346124921431567,1.0,0.8554263114929199,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje/rub046/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0003_treadmill_jog,male,120.0,2422,30.0,606,a56d64ef2f6b1543bf990866b1b9aaf27d6d86003f23226fea73ce71efc525bc,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.01134128734566132,3.077989449985155,0.0036846413965830904,0.9015638540905813,1.0,0.8634034395217896,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0004_motorcycle_poses.npz,BioMotionLab_NTroje/rub046/0004_motorcycle_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0004_motorcycle,male,120.0,480,30.0,120,e0113fed9631e42babfe2cfd9b06d03b2be42aef6af5adcc09d06a27dac722fe,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.0033278957898158932,0.028772892940389205,0.11566079909693215,0.8925550012079141,1.0,0.8772715330123901,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0005_normal_walk1_poses.npz,BioMotionLab_NTroje/rub046/0005_normal_walk1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0005_normal_walk1,male,120.0,383,30.0,96,4acc9324de515a3f9fc09ee1cf084c18fb974279f15bbb094a41a6c49858c8bc,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.010191134914873858,0.4295837364273023,0.023723279190292358,0.8993356457262864,1.0,0.8603798151016235,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0006_normal_walk2_poses.npz,BioMotionLab_NTroje/rub046/0006_normal_walk2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0006_normal_walk2,male,120.0,356,30.0,89,d99d0bfbea4b408a16b49ddcbcc91a94d6a1d0931f17cea84926cfc1240b5af7,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.04479802029855122,0.3825555917622867,0.11710198795470207,0.7750642632303169,1.0,0.8606346845626831,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0007_normal_walk3_poses.npz,BioMotionLab_NTroje/rub046/0007_normal_walk3_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0007_normal_walk3,male,120.0,382,30.0,96,1a88fb10d9d82a721edfcb2056897ffa49057fd739e84a7dacf9736c63d17b1c,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.0031927969191196805,0.45567910748123347,0.007006678310901431,0.7748096727403239,1.0,0.8608470559120178,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0008_normal_walk4_poses.npz,BioMotionLab_NTroje/rub046/0008_normal_walk4_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0008_normal_walk4,male,120.0,302,30.0,76,110149cf3e61b264c7373172ba16875be7000566d6c3b9c0c2e6fa5c86fe9789,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.015084065742241037,0.3562177375727783,0.04234507199170349,0.7596668844423818,1.0000000000000002,0.8611289858818054,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0009_normal_jog1_poses.npz,BioMotionLab_NTroje/rub046/0009_normal_jog1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0009_normal_jog1,male,120.0,172,30.0,43,3ff5454c41b978229eab5320a8fa1bb492178d2078a779288cd3c87d0a0f812c,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.020734200777434587,0.3278154749086869,0.06324960950428013,0.7014215558536968,1.0000000000000002,0.8643877506256104,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0010_normal_jog2_poses.npz,BioMotionLab_NTroje/rub046/0010_normal_jog2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0010_normal_jog2,male,120.0,233,30.0,59,92c813eb86b098d73499a50481187a1ba9daa9e4bb07bfb93ac640140d9f307d,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.023532334815899756,0.3664536609155111,0.06421639985014456,0.6841646744413235,1.0,0.8649693727493286,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0011_normal_jog3_poses.npz,BioMotionLab_NTroje/rub046/0011_normal_jog3_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0011_normal_jog3,male,120.0,155,30.0,39,155003baad1cb493ab05d3f8c621d4e27e7c0ff33f4517008f66bd93187a1f2a,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.030303088038142714,0.29812040188747424,0.1016471460734869,0.8662011067487845,1.0,0.8649007081985474,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0012_normal_jog4_poses.npz,BioMotionLab_NTroje/rub046/0012_normal_jog4_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0012_normal_jog4,male,120.0,148,30.0,37,475fa07ed1375cd8402d71c026255bab705279293ba11b64003598bb2577a551,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.041114736350870734,0.24568326077045993,0.16734854552945685,0.8867533912365844,1.0,0.8669158220291138,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0013_knocking1_poses.npz,BioMotionLab_NTroje/rub046/0013_knocking1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0013_knocking1,male,120.0,835,30.0,209,70b5f3a0811f3f219b7c85247e9ac5219c0b52a88243cf784e9d751fb66c88f3,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.33932650794775887,5.600567321399018,0.060587881276105315,0.9994718487504786,1.0,0.8617981672286987,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0014_knocking2_poses.npz,BioMotionLab_NTroje/rub046/0014_knocking2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0014_knocking2,male,120.0,847,30.0,212,31e2846110a5c1dd477f746e896a46c03cec33d0054bd2097413dabc875e37fb,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.6255261556493409,5.494889851796508,0.11383779702969486,0.9989417420871467,1.0,0.861396312713623,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0015_sitting1_poses.npz,BioMotionLab_NTroje/rub046/0015_sitting1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0015_sitting1,male,120.0,1009,30.0,253,f5fce687e65b337a0a9c3f2babc0a895746b51c0f630482cdbdc691f5d6c6128,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.05214971718986244,5.7945685403555265,0.008999758450810004,0.9986432635963447,1.0,0.8725571036338806,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0016_sitting2_poses.npz,BioMotionLab_NTroje/rub046/0016_sitting2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0016_sitting2,male,120.0,992,30.0,248,6e99c29ccdad1816052a943ed778ca36b960990ba6ef471f5f4a418247f1d452,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.33930415371208744,5.606706249349095,0.06051755498185385,0.9989702212409138,1.0000000000000002,0.8698780536651611,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0017_lifting_light1_poses.npz,BioMotionLab_NTroje/rub046/0017_lifting_light1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0017_lifting_light1,male,120.0,667,30.0,167,03b54e2e5c38444b9e0207e971905d7e9b36b770f3570ef2eeb5010d3205f1e0,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.04529046510294816,4.705538092757587,0.009624927948762301,0.9996712692095068,1.0,0.8640416860580444,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0018_lifting_light2_poses.npz,BioMotionLab_NTroje/rub046/0018_lifting_light2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0018_lifting_light2,male,120.0,605,30.0,152,2391f9ea1b338cefc3df8910c2fadd2ea839be77736d00d3f357f9d7327f8105,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.1487178873628175,4.289421763931751,0.03467084738864671,0.9930159328581163,1.0000000000000002,0.863136887550354,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub046/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje/rub046/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub046,BioMotionLab_NTroje::rub046,train,0019_lifting_heavy1,male,120.0,765,30.0,192,c724169a7d6a1321ae67503afdffb2c576c26bdc3f49272537e9651704f11728,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.030990395018510104,4.75718905924237,0.006514434182156644,0.999565579848376,1.0,0.8649612069129944,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
