condition,sequence_id,video_id,joint_valid_fraction_00,joint_valid_fraction_01,joint_valid_fraction_02,joint_valid_fraction_03,joint_valid_fraction_04,joint_valid_fraction_05,joint_valid_fraction_06,joint_valid_fraction_07,joint_valid_fraction_08,joint_valid_fraction_09,joint_valid_fraction_10,joint_valid_fraction_11,joint_valid_fraction_12,joint_valid_fraction_13,joint_valid_fraction_14,joint_valid_fraction_15,joint_valid_fraction_16,joint_valid_fraction_17,joint_valid_fraction_18,joint_valid_fraction_19,joint_valid_fraction_20,joint_valid_fraction_21,joint_valid_fraction_22,joint_valid_fraction_23,joint_valid_fraction_24,joint_valid_fraction_25,joint_valid_fraction_26,joint_valid_fraction_27,joint_valid_fraction_28,joint_valid_fraction_29,joint_valid_fraction_30,joint_valid_fraction_31,joint_valid_fraction_32,frame_valid_fraction_00,frame_valid_fraction_01,frame_valid_fraction_02,frame_valid_fraction_03,frame_valid_fraction_04,frame_valid_fraction_05,frame_valid_fraction_06,frame_valid_fraction_07,frame_valid_fraction_08,frame_valid_fraction_09,frame_valid_fraction_10,frame_valid_fraction_11,frame_valid_fraction_12,frame_valid_fraction_13,frame_valid_fraction_14,frame_valid_fraction_15,frame_valid_fraction_16,frame_valid_fraction_17,frame_valid_fraction_18,frame_valid_fraction_19,frame_valid_fraction_20,frame_valid_fraction_21,frame_valid_fraction_22,frame_valid_fraction_23,frame_valid_fraction_24,frame_valid_fraction_25,frame_valid_fraction_26,frame_valid_fraction_27,frame_valid_fraction_28,frame_valid_fraction_29,frame_valid_fraction_30,frame_valid_fraction_31,frame_valid_fraction_32,frame_valid_fraction_33,frame_valid_fraction_34,frame_valid_fraction_35,frame_valid_fraction_36,frame_valid_fraction_37,frame_valid_fraction_38,frame_valid_fraction_39,frame_valid_fraction_40,frame_valid_fraction_41,frame_valid_fraction_42,frame_valid_fraction_43,frame_valid_fraction_44,frame_valid_fraction_45,frame_valid_fraction_46,frame_valid_fraction_47,frame_valid_fraction_48,frame_valid_fraction_49,frame_valid_fraction_50,frame_valid_fraction_51,frame_valid_fraction_52,frame_valid_fraction_53,frame_valid_fraction_54,frame_valid_fraction_55,frame_valid_fraction_56,frame_valid_fraction_57,frame_valid_fraction_58,frame_valid_fraction_59,frame_valid_fraction_60,frame_valid_fraction_61,frame_valid_fraction_62,frame_valid_fraction_63
stroke,cljo8e32t00643n6l37ncjeic,5gpoegYv1hs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8484849,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
stroke,cljo8eumx00683n6le2s7myd4,5gpoegYv1hs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.859375,1.0,0.96875,1.0,1.0,1.0,0.984375,0.75757575,0.7878788,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
stroke,cljo8fdke006c3n6lr8bzjjgi,5gpoegYv1hs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stroke,cljo8g74m006g3n6l6kuxy9cf,5gpoegYv1hs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stroke,cljo8hcfv006k3n6lgrx0fcpx,5gpoegYv1hs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.421875,1.0,0.84375,1.0,0.703125,1.0,0.703125,1.0,0.703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8787879,1.0,0.969697,0.969697,1.0,0.8787879,1.0,0.969697,1.0,1.0,0.8787879,1.0,0.969697,1.0,1.0,0.969697,1.0,0.969697,1.0,1.0,1.0,1.0,0.8787879,1.0,0.8787879,0.969697,1.0,0.8484849,1.0,0.8787879,1.0,1.0,0.969697,1.0,0.8787879,1.0,1.0,1.0,0.969697,1.0,0.969697,1.0,0.969697,0.8787879,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8787879,0.8484849,0.8484849,1.0,0.8484849,0.969697,0.8484849,0.8484849
stroke,cljr5fc5d000b3n6lkvc71zyl,8mTHlAIdea0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.546875,1.0,0.546875,1.0,0.53125,1.0,0.53125,1.0,0.53125,0.984375,1.0,1.0,0.953125,1.0,0.96875,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.75757575,0.8484849,0.8484849,0.90909094,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
stroke,cljr5hwxc000f3n6lof5w9tyt,8mTHlAIdea0,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.0,0.796875,0.0,0.796875,0.0,0.796875,0.0,0.796875,0.0,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
stroke,cljr5iki0000j3n6lwi8z5nh6,8mTHlAIdea0,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.09375,0.578125,0.109375,0.578125,0.078125,0.578125,0.078125,0.578125,0.078125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.90909094,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.0,0.0,0.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,1.0,1.0,1.0,1.0,0.8787879,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
stroke,cljr5jk0h000n3n6la34mkdfz,8mTHlAIdea0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.765625,1.0,0.765625,1.0,0.765625,1.0,0.765625,1.0,0.765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
stroke,cljvvsucg00043n6l4evgn7q4,9VzOTO0nV8U,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljar878f00c03n6ly2v2ay88,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
cerebralpalsy,cljar9bqo00c43n6l2u5zmlru,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
cerebralpalsy,cljar9t8o00c83n6ltculhoct,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.015625,1.0,0.015625,1.0,0.015625,1.0,0.015625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.969697
cerebralpalsy,cljarar9t00cc3n6lqhi9udoc,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
cerebralpalsy,cljarbn1y00cg3n6l1u4i0d5l,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljarcfa700ck3n6lfww83ig1,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljarcy3g00co3n6lzsn1x034,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljardvzg00cs3n6loetskba6,wRntYsztIEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljas04fw00f33n6lm5cvx9g6,DlPDuHBAP7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljas134500f73n6lkfbjfayp,DlPDuHBAP7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.890625,1.0,0.953125,1.0,0.953125,1.0,0.953125,1.0,0.953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849
cerebralpalsy,cljas1yfs00fb3n6lna38ui6i,DlPDuHBAP7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljas2sou00ff3n6lasppj8h2,DlPDuHBAP7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,1.0,0.96875,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90909094,1.0,1.0,1.0,0.90909094,0.969697,0.969697,1.0,1.0,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerebralpalsy,cljas4dqj00fj3n6ldw6wiwpy,DlPDuHBAP7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.015625,1.0,0.078125,1.0,0.03125,1.0,0.046875,1.0,0.046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.969697,0.8787879,0.8787879,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.93939394,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
cerebralpalsy,cljas5esv00fn3n6lewd5xqdl,DlPDuHBAP7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,1.0,0.078125,1.0,0.03125,1.0,0.03125,1.0,0.0625,1.0,1.0,1.0,0.90625,1.0,0.9375,1.0,0.9375,1.0,0.953125,1.0,0.72727275,0.72727275,0.75757575,0.969697,1.0,0.93939394,0.8787879,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.90909094,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.7878788,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
cerebralpalsy,cljas6das00fr3n6lhlqzyhq2,DlPDuHBAP7A,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.0,0.859375,0.0,0.859375,0.0,0.859375,0.0,0.859375,0.0,0.859375,0.859375,0.859375,0.28125,0.859375,0.609375,0.859375,0.828125,0.859375,0.859375,0.859375,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.7878788,0.7878788,0.7878788,0.7878788,0.7878788,0.7878788,0.75757575,0.75757575,0.7878788,0.7878788,0.7878788,0.7878788,0.8181818,0.8181818,0.7878788,0.7878788,0.8181818,0.8181818,0.7878788,0.7878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
cerebralpalsy,cljas71p600fv3n6lk1rzl7y5,DlPDuHBAP7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
