condition,sequence_id,video_id,neurologic_observed_fraction
stroke,cljw7shbo007h3n6lhj6j73z3,eBvzFkcvScg,0.9778645833333334
stroke,cljw7swdz007l3n6larz6jybg,eBvzFkcvScg,0.9947916666666666
stroke,cljw7tfqg007p3n6l0nwqb8w1,eBvzFkcvScg,0.98046875
stroke,cljwbp6ll001b3n6lcbxh7liq,Exqj0M000S8,0.9908854166666666
stroke,cljwbqprx001f3n6l49fulwhf,Exqj0M000S8,1.0
stroke,cljwcqyw500283n6lcmqv13n0,FpXbeLZWFSw,0.9973958333333334
stroke,cljwcrswx002c3n6lwn7iv6br,FpXbeLZWFSw,1.0
stroke,cljwcsw38002g3n6l088m4lb7,FpXbeLZWFSw,0.9947916666666666
stroke,cljwctrwx002k3n6lv7z0eodd,FpXbeLZWFSw,0.9973958333333334
stroke,cljwcu98s002o3n6lgvojbey3,FpXbeLZWFSw,0.99609375
stroke,cljwcurcc002s3n6lvrwlkbni,FpXbeLZWFSw,0.9986979166666666
stroke,cljwcvfg5002w3n6lo9eg0k8w,FpXbeLZWFSw,0.9986979166666666
stroke,clk6l5hsj002w3n6lrta6djle,Exqj0M000S8,0.9973958333333334
stroke,clk6lapp7003e3n6lnpqtai54,fbY4O04uunE,0.9622395833333334
stroke,clk6lb2my003i3n6lesxxkgpf,fbY4O04uunE,0.99609375
stroke,clk6lbly5003m3n6l9bjdqiyz,fbY4O04uunE,0.9505208333333334
stroke,clk6lc90h003q3n6lppkjh9f0,fbY4O04uunE,0.9869791666666666
stroke,clk6lcq54003u3n6llqcmuee5,fbY4O04uunE,1.0
stroke,clk6ld20x003y3n6lmooncyx3,fbY4O04uunE,1.0
stroke,clk6ldflp00423n6l9q27b78p,fbY4O04uunE,1.0
stroke,clk6le8lt00463n6l6op89c4x,fbY4O04uunE,1.0
stroke,cll7ob018002y3o6lngai3iq4,kA40kglSmYw,1.0
stroke,cll7oc4r400323o6loioj0j28,kA40kglSmYw,1.0
stroke,cll7qnc53007b3o6l18kjlo9h,mu00TaRG7VU,0.953125
stroke,cll8l5xmc009o3o6la9fovmmm,sChOLBghpAc,1.0
stroke,cll8l6r0y009s3o6lb2t64r1s,sChOLBghpAc,1.0
stroke,cll8l7rpo009w3o6l08elz1cg,sChOLBghpAc,1.0
stroke,cll8xwtqh00053o6lnmzz62kh,sp89jxy3vp8,1.0
stroke,cll8xxc8w00093o6lcq5eithl,sp89jxy3vp8,1.0
stroke,cll8xy0z3000d3o6l0tu8ne8b,sp89jxy3vp8,1.0
stroke,cll8xynyj000h3o6l9y7gaf94,sp89jxy3vp8,1.0
stroke,cllamcout001v3o6lx51e4fcu,yk6iSZuuk24,1.0
stroke,cllamdkcy001z3o6loclvtv5v,yk6iSZuuk24,1.0
stroke,cllame9uz00233o6lt03c2x51,yk6iSZuuk24,1.0
stroke,cllamf5or00273o6l8cchelc8,yk6iSZuuk24,1.0
stroke,cllamo3pq003d3o6ldsog6gb1,Z_SEzAFi6-s,1.0
stroke,cllamomk2003h3o6lxq0mitm2,Z_SEzAFi6-s,1.0
stroke,cllamp814003l3o6lle1ds6yw,Z_SEzAFi6-s,1.0
stroke,cllampv8c003p3o6l2k0e60tp,Z_SEzAFi6-s,1.0
stroke,cllcybkmj001p3o6le6i3k02f,sChOLBghpAc,1.0
stroke,clld31rce001g3o6lfozpguia,USurcA3YKDY,1.0
stroke,clld33m5t001n3o6lakpu6arj,USurcA3YKDY,1.0
stroke,clld34hz8001u3o6la1gw24at,USurcA3YKDY,0.9973958333333334
stroke,clld350gs00213o6lt5pzq6o1,USurcA3YKDY,1.0
stroke,clld35xx200283o6l5o4i98br,USurcA3YKDY,1.0
stroke,clld370jn002f3o6luhtp48iu,USurcA3YKDY,1.0
stroke,clld37oaa002m3o6li6dyqsp9,USurcA3YKDY,1.0
stroke,clld38e4i002t3o6l0iije9fu,USurcA3YKDY,1.0
myopathic,cljargosy00cx3n6lm6atozrz,R8LRCiTvUz8,0.9908854166666666
myopathic,cljarhldg00d13n6l7utw0lqn,R8LRCiTvUz8,0.96875
myopathic,cljarj6rf00d53n6ljtivf4q7,R8LRCiTvUz8,1.0
myopathic,cljarkax200d93n6lukx52g1t,R8LRCiTvUz8,0.9791666666666666
myopathic,cljarlbch00dd3n6l9jaubrxq,R8LRCiTvUz8,1.0
myopathic,cljarmcm700dh3n6lxw24hxgx,R8LRCiTvUz8,1.0
myopathic,cljarn9oy00dl3n6l8pg9exfg,R8LRCiTvUz8,0.9934895833333334
myopathic,cljaroguw00dp3n6lhfddiadu,R8LRCiTvUz8,1.0
myopathic,cljarp08600dt3n6lxa7sysiv,R8LRCiTvUz8,1.0
myopathic,cljarpts600dx3n6l98zqf6yn,R8LRCiTvUz8,0.9947916666666666
myopathic,cljarqtuz00e13n6lrnox6mfs,R8LRCiTvUz8,0.9791666666666666
myopathic,cljawb5nf00043n6l38chxsod,HDkWDe6FZDg,1.0
myopathic,cljawd01m00093n6l4kx9020l,HDkWDe6FZDg,1.0
myopathic,cljawdoej000d3n6ll5ysj34f,HDkWDe6FZDg,1.0
myopathic,cljax9d2p00363n6lx043s1m7,jzJIpY6vRLo,1.0
myopathic,cljaxabfg003a3n6l95mrlcry,jzJIpY6vRLo,1.0
myopathic,cljaxb5y2003e3n6lj1j9qvav,jzJIpY6vRLo,1.0
myopathic,cljaxbq22003i3n6lmzka93uq,jzJIpY6vRLo,1.0
myopathic,cljo817z5004u3n6le3srfa4t,4Yiqk-ud8rI,0.9921875
myopathic,cljo83yl800513n6lfglf5jn8,05oyBOE_0UE,0.9622395833333334
myopathic,cljo84jju00553n6lmgm4dqtb,05oyBOE_0UE,0.9817708333333334
myopathic,cljr5nnwf000w3n6l8byrugrq,8NlJgIySMG0,1.0
myopathic,cljr5pdec00103n6lxb9mplvp,8NlJgIySMG0,1.0
myopathic,cljr5tz3c001k3n6lfc27vpnp,8PPLTf0fZsY,1.0
myopathic,cljr5unji001o3n6lapqpzkio,8PPLTf0fZsY,1.0
myopathic,cljr5vg0s001s3n6lvxtmt0rn,8PPLTf0fZsY,1.0
myopathic,cljr5wgkf001w3n6lwp1w3wlu,8PPLTf0fZsY,1.0
myopathic,cljr61601002i3n6lp9ppmflo,5qM6wxZ_dNs,1.0
myopathic,cljr62h3i002m3n6l9z24blly,5qM6wxZ_dNs,0.96875
myopathic,cljr632e1002q3n6lcmbpwpnh,5qM6wxZ_dNs,1.0
myopathic,cljr63lr2002u3n6ltz5dkwef,5qM6wxZ_dNs,0.9986979166666666
myopathic,cljr64k4y002y3n6lqg5rmn1o,5qM6wxZ_dNs,1.0
myopathic,cljr658xk00323n6lfid0k0y6,5qM6wxZ_dNs,0.96484375
myopathic,cljr676xh00363n6le4sij6m4,5qM6wxZ_dNs,0.9921875
myopathic,cljr6cam3003f3n6lzc4mo5ig,5qM6wxZ_dNs,1.0
myopathic,cljr6mxf0000c3n6lujp11l6w,7Ft1bUTzxkM,1.0
myopathic,cljr6o2r2000g3n6ld9zqoaqo,7Ft1bUTzxkM,1.0
myopathic,cljr6ohvb000k3n6lfqwsgy5d,7Ft1bUTzxkM,1.0
myopathic,cljr6plhu000o3n6loi07umhh,7Ft1bUTzxkM,1.0
myopathic,cljr6q6hi000s3n6l92mb8yqa,7Ft1bUTzxkM,1.0
myopathic,cljr6u47g00113n6lkd13v5fb,9qg-3smwLcs,0.98046875
myopathic,cljr6wkld00193n6ltjloqzl1,9qg-3smwLcs,0.99609375
myopathic,cljr6xqvi001d3n6lctvtihw2,9qg-3smwLcs,0.9986979166666666
myopathic,cljr6z0uo001h3n6lixdz25qa,9qg-3smwLcs,0.9947916666666666
myopathic,cljr6zqwu001l3n6lc40rmemx,9qg-3smwLcs,0.9427083333333334
myopathic,cljr70g44001p3n6l08md7kau,9qg-3smwLcs,0.9830729166666666
myopathic,cljs4uncs00643n6l8sijg6vc,A2-NkglbQu0,1.0
myopathic,cljs4we1v00683n6l3sp64qx4,A2-NkglbQu0,1.0
myopathic,cljw75out003z3n6ldarll2qz,cWujgb8jHNE,1.0
myopathic,cljwcn068001y3n6lrm6qqj8o,FElCDD3X8pI,0.9752604166666666
myopathic,cljwr7n4o000w3n6lqxx0iv86,L26I5sHvleg,1.0
myopathic,cljwr9rrl00163n6lt054x4sf,lkr-EBeDC3I,1.0
myopathic,cljwraiju001a3n6l55k44i9k,lkr-EBeDC3I,1.0
myopathic,cljwrbegv001e3n6l2d7a3018,lkr-EBeDC3I,1.0
myopathic,cljws3yi7005j3n6lhe3pllsk,nrUHUl1fn4I,1.0
myopathic,cljws4z6p005n3n6l0pj42xf3,nrUHUl1fn4I,0.9791666666666666
myopathic,cljxkz0sw000l3n6lag5efqf7,zJ6PFxJrGf8,1.0
myopathic,cljxl011m000p3n6l374n38ms,zJ6PFxJrGf8,1.0
myopathic,cljxl0iym000t3n6lynwllkv1,zJ6PFxJrGf8,1.0
myopathic,cljxl14d9000x3n6la28mx768,zJ6PFxJrGf8,1.0
myopathic,cljxl1oc900113n6larkl504p,zJ6PFxJrGf8,0.9596354166666666
myopathic,cljxl2hlg00183n6lww6aucok,zJ6PFxJrGf8,0.9752604166666666
myopathic,cljxl3an5001c3n6lschs9zkv,zJ6PFxJrGf8,1.0
myopathic,cljxl3joo001g3n6l4rl9x2md,zJ6PFxJrGf8,0.9635416666666666
myopathic,cljxl3w9f001k3n6lf6lezxqe,zJ6PFxJrGf8,1.0
myopathic,cljxl4f0n001o3n6lbbq2h864,zJ6PFxJrGf8,1.0
myopathic,cll44833z000j3o6lwxof7566,Ha9LKXZfWBQ,1.0
myopathic,cll4494ux000n3o6lyqr7dx4l,Ha9LKXZfWBQ,1.0
myopathic,cll449lal000t3o6lv4pja4l7,Ha9LKXZfWBQ,1.0
myopathic,cll44a69n000z3o6l8p6gooxx,Ha9LKXZfWBQ,1.0
myopathic,cll44ar0q00153o6luv35dhl0,Ha9LKXZfWBQ,0.9088541666666666
myopathic,cll44balt00193o6lbzpyxlqq,Ha9LKXZfWBQ,0.984375
myopathic,cll44bzhg001f3o6l7spc508t,Ha9LKXZfWBQ,1.0
myopathic,cll44cgt0001l3o6lsn9qb73s,Ha9LKXZfWBQ,0.9934895833333334
myopathic,cll44cxvz001r3o6l42os54zz,Ha9LKXZfWBQ,0.9635416666666666
myopathic,cll44dip4001x3o6l2pa7optw,Ha9LKXZfWBQ,1.0
myopathic,cll44e48l00233o6lu0msccp4,Ha9LKXZfWBQ,0.9869791666666666
myopathic,cll74iurd000n3o6l11c4d3dr,IdAdpZaTWjU,0.984375
myopathic,cll74jg80000r3o6liy3ptuv8,IdAdpZaTWjU,1.0
myopathic,cll74k2q6000v3o6lkwwid8uy,IdAdpZaTWjU,1.0
myopathic,cll74kndy000z3o6libp3z895,IdAdpZaTWjU,1.0
myopathic,cll74l1t600133o6l0y8ernl6,IdAdpZaTWjU,1.0
myopathic,cll74lhf600173o6l1j74wi5e,IdAdpZaTWjU,1.0
myopathic,cll74m03k001b3o6lxpj0gss4,IdAdpZaTWjU,0.9674479166666666
myopathic,cll74mw1p001g3o6lmzp645v9,idpMyfZB8NY,1.0
myopathic,cll74njy2001k3o6ls5l7mt08,idpMyfZB8NY,0.98046875
myopathic,cll74nx98001o3o6lkdlyjqkj,idpMyfZB8NY,1.0
myopathic,cll74oaue001s3o6lokpt6r3r,idpMyfZB8NY,0.9973958333333334
myopathic,cll74opgk001w3o6lpjvqslkk,idpMyfZB8NY,1.0
myopathic,cll74pdep00203o6l8m5f1a7p,idpMyfZB8NY,1.0
myopathic,cll74psft00243o6lzpm59k27,idpMyfZB8NY,0.9973958333333334
myopathic,cll74q59g00283o6lp8wjejom,idpMyfZB8NY,1.0
myopathic,cll74qs2e002c3o6l88xwhcsc,idpMyfZB8NY,1.0
myopathic,cll74r665002g3o6leghjiw3d,idpMyfZB8NY,0.9973958333333334
myopathic,cll74rnnc002k3o6lgyr24huh,idpMyfZB8NY,1.0
myopathic,cll74s21j002o3o6lee0bhajg,idpMyfZB8NY,0.9752604166666666
myopathic,cll74sxdi002s3o6ljm7imxsb,idpMyfZB8NY,1.0
myopathic,cll74tkf6002w3o6lgyark0c3,idpMyfZB8NY,0.9518229166666666
myopathic,cll74u7cs00303o6lf02y81t8,idpMyfZB8NY,0.96484375
myopathic,cll7b064n00053o6lq8mpodzg,IuEeKzqsfmk,1.0
myopathic,cll7b0ogn00093o6lkoze3mta,IuEeKzqsfmk,1.0
myopathic,cll7ntwcy001j3o6l58p3y3fx,jzJIpY6vRLo,0.9674479166666666
myopathic,cll7nuif7001n3o6ltux62vsz,jzJIpY6vRLo,0.9947916666666666
myopathic,cll7nuzfe001r3o6lzh1nyjnq,jzJIpY6vRLo,0.9296875
myopathic,cll7nvnpk001v3o6l6i9yqdbg,jzJIpY6vRLo,0.9986979166666666
myopathic,cll7p17gq005w3o6lqpp7ngr6,kqoUzTyn_k4,1.0
myopathic,cll7p1o7c00603o6lnxxropze,kqoUzTyn_k4,1.0
myopathic,cll7p23kk00643o6le67ff7aj,kqoUzTyn_k4,1.0
myopathic,cll7p2ixg00683o6lhbtcct1j,kqoUzTyn_k4,1.0
myopathic,cll7p2x3z006c3o6l9gfs03ce,kqoUzTyn_k4,1.0
myopathic,cll7p3axj006g3o6lly39n3tl,kqoUzTyn_k4,1.0
myopathic,cll7pg92t00173o6ll4zeix6p,LIF-guVFEt0,0.9973958333333334
myopathic,cll7pgnnw001b3o6l6dj7pz87,LIF-guVFEt0,1.0
myopathic,cll7phgq7001f3o6lhvyp3qkx,LIF-guVFEt0,1.0
myopathic,cll7phxi9001j3o6l45fcb97i,LIF-guVFEt0,1.0
myopathic,cll7pipui001n3o6lnqji6t09,LIF-guVFEt0,1.0
myopathic,cll7pj6z0001r3o6lonkwy0ou,LIF-guVFEt0,0.9986979166666666
myopathic,cll7pk4bv001v3o6l4rvsbn9u,LIF-guVFEt0,1.0
myopathic,cll7pkihc001z3o6l2k2myogc,LIF-guVFEt0,1.0
myopathic,cll7pkx8m00233o6l364wm6k4,LIF-guVFEt0,1.0
myopathic,cll7plefm00273o6lrluiavsv,LIF-guVFEt0,1.0
myopathic,cll7pluwd002b3o6lktk9yfpv,LIF-guVFEt0,0.9830729166666666
myopathic,cll7pm826002f3o6lp5tm9v27,LIF-guVFEt0,1.0
myopathic,cll7pmkwd002j3o6l8zgf0gll,LIF-guVFEt0,1.0
myopathic,cll7pmvht002n3o6lwh3pr199,LIF-guVFEt0,1.0
myopathic,cll7pn8hj002r3o6lgw1isap7,LIF-guVFEt0,1.0
myopathic,cll7pnxg4002v3o6lpixzcc64,LIF-guVFEt0,1.0
myopathic,cll7pofeu002z3o6l476wbj4v,LIF-guVFEt0,1.0
myopathic,cll7pov8d00333o6l7l4m5nuj,LIF-guVFEt0,1.0
myopathic,cll7pp9ze00373o6lbfxzudn0,LIF-guVFEt0,1.0
myopathic,cll7ppx1b003b3o6l7e9k5dwc,LIF-guVFEt0,1.0
myopathic,cll7pqcwm003f3o6ltfi4x1ti,LIF-guVFEt0,1.0
myopathic,cll8gocmx004d3o6lj3ma0dbg,qVfnxAlL6d0,1.0
myopathic,cll8gpm34004h3o6lj5wimhnb,qVfnxAlL6d0,1.0
myopathic,cll8gq7i7004l3o6lby0zk8l9,qVfnxAlL6d0,1.0
myopathic,cll8h0akb00683o6ls74ez7x9,R8LRCiTvUz8,1.0
myopathic,cll8h0wn0006c3o6laag88cor,R8LRCiTvUz8,0.9778645833333334
myopathic,cll8h1d5f006g3o6lhytfdu5d,R8LRCiTvUz8,1.0
myopathic,cll8h1zss006k3o6lophvktm7,R8LRCiTvUz8,0.9830729166666666
myopathic,cll8h2imm006o3o6lrk0orfvc,R8LRCiTvUz8,0.984375
myopathic,cll8h2yit006s3o6l0megfvr0,R8LRCiTvUz8,1.0
myopathic,cll8h3m1d006w3o6l16evhm2z,R8LRCiTvUz8,1.0
myopathic,cll8ht6s600703o6lxkz5kl10,R8LRCiTvUz8,0.9830729166666666
myopathic,cll8hu4qq00743o6l9abmzbfu,R8LRCiTvUz8,0.9453125
myopathic,cll8huk7100783o6la7heoyxn,R8LRCiTvUz8,1.0
myopathic,cll8hv4lm007c3o6l3u0iruij,R8LRCiTvUz8,0.99609375
myopathic,cll8hvnj0007g3o6l26dqegsl,R8LRCiTvUz8,0.9752604166666666
myopathic,cll8hwczx007k3o6l9iqpma0o,R8LRCiTvUz8,0.96484375
myopathic,cll8kgvkh007d3o6lqcab168x,Rx21leooiqQ,1.0
myopathic,cll8khcsh007h3o6la2rsk9l5,Rx21leooiqQ,0.9856770833333334
myopathic,cll8kht99007l3o6lzvihldb2,Rx21leooiqQ,1.0
myopathic,cll8ki7xa007p3o6lrxe1n7lb,Rx21leooiqQ,1.0
myopathic,cll8kijic007s3o6lbxho0i7s,Rx21leooiqQ,1.0
myopathic,cll8kj4xu007w3o6ll27qmd7n,Rx21leooiqQ,0.9934895833333334
myopathic,cll8kjx4500803o6laioc6a6l,Rx21leooiqQ,1.0
myopathic,cll8kklqc00843o6lqv7v4xnl,Rx21leooiqQ,1.0
myopathic,cll8kl3ha00883o6l861c0yh4,Rx21leooiqQ,1.0
myopathic,cll8kljtt008c3o6lo3nauxjy,Rx21leooiqQ,1.0
myopathic,cll8kx8ia008p3o6l5gkgknlv,Rz7V1i8kYGU,0.9765625
myopathic,cll8kxq55008t3o6lg6kdl7lw,Rz7V1i8kYGU,1.0
myopathic,cll8ky6ov008x3o6l7axg5yhe,Rz7V1i8kYGU,0.96875
myopathic,cll8kzv9600923o6lnmbhp88u,saCnKfp0pL0,1.0
myopathic,cll8l0bf700963o6lv61akc9u,saCnKfp0pL0,0.984375
myopathic,cll8y8es9001x3o6l3mcv4f58,t_-37DIMeG0,1.0
myopathic,cll8y8q8500213o6lzgu2vbx6,t_-37DIMeG0,0.96875
myopathic,cll8y97aw00253o6l8vtn03pu,t_-37DIMeG0,0.9661458333333334
myopathic,cll8y9mwq00293o6l6ub1jwm9,t_-37DIMeG0,1.0
myopathic,cll8ya2fg002d3o6ln8rlee1k,t_-37DIMeG0,1.0
myopathic,cll8yagvo002h3o6logwq14xn,t_-37DIMeG0,1.0
myopathic,cll8yaux6002l3o6l4ox4ttlh,t_-37DIMeG0,0.984375
myopathic,cll8ybcxb002p3o6l2rlnx6fb,t_-37DIMeG0,0.9674479166666666
myopathic,cll8ybx5d002t3o6ldf5s7yss,t_-37DIMeG0,1.0
myopathic,cll8ycctu002x3o6lpkcttnko,t_-37DIMeG0,1.0
myopathic,cll8ycy3i00313o6l7c95r6hw,t_-37DIMeG0,1.0
myopathic,cll8ydfsl00353o6lsn6rymhc,t_-37DIMeG0,1.0
myopathic,cll8ydvhl00393o6l4pn0f0db,t_-37DIMeG0,0.9791666666666666
myopathic,cllamwa5z00493o6lnpn080ov,zJ6PFxJrGf8,1.0
myopathic,cllamwozn004d3o6l7puz81dt,zJ6PFxJrGf8,1.0
myopathic,cllamxx59004k3o6lkg8cvmpl,zJ6PFxJrGf8,1.0
myopathic,cllamyil1004o3o6lsl7ye5jj,zJ6PFxJrGf8,1.0
myopathic,clldgy8s700723o6l5i2b6d4e,R8LRCiTvUz8,1.0
myopathic,cllfyfckd00043o6liq5zlwv2,Ha9LKXZfWBQ,1.0
myopathic,cllfygkas000a3o6lz5uy81n1,Ha9LKXZfWBQ,1.0
cerebralpalsy,cljar878f00c03n6ly2v2ay88,wRntYsztIEY,1.0
cerebralpalsy,cljar9bqo00c43n6l2u5zmlru,wRntYsztIEY,1.0
cerebralpalsy,cljar9t8o00c83n6ltculhoct,wRntYsztIEY,1.0
cerebralpalsy,cljarar9t00cc3n6lqhi9udoc,wRntYsztIEY,1.0
cerebralpalsy,cljarbn1y00cg3n6l1u4i0d5l,wRntYsztIEY,1.0
cerebralpalsy,cljarcfa700ck3n6lfww83ig1,wRntYsztIEY,1.0
cerebralpalsy,cljarcy3g00co3n6lzsn1x034,wRntYsztIEY,1.0
cerebralpalsy,cljardvzg00cs3n6loetskba6,wRntYsztIEY,1.0
cerebralpalsy,cljas04fw00f33n6lm5cvx9g6,DlPDuHBAP7A,1.0
cerebralpalsy,cljas134500f73n6lkfbjfayp,DlPDuHBAP7A,1.0
cerebralpalsy,cljas1yfs00fb3n6lna38ui6i,DlPDuHBAP7A,1.0
cerebralpalsy,cljas2sou00ff3n6lasppj8h2,DlPDuHBAP7A,1.0
cerebralpalsy,cljas4dqj00fj3n6ldw6wiwpy,DlPDuHBAP7A,1.0
cerebralpalsy,cljas5esv00fn3n6lewd5xqdl,DlPDuHBAP7A,0.9778645833333334
cerebralpalsy,cljas6das00fr3n6lhlqzyhq2,DlPDuHBAP7A,0.7877604166666666
cerebralpalsy,cljas71p600fv3n6lk1rzl7y5,DlPDuHBAP7A,1.0
cerebralpalsy,cljvwb1h6001p3n6l138k9qo4,338R10fA_wU,1.0
cerebralpalsy,cljvwbtul001t3n6lu4qeic4a,338R10fA_wU,0.9947916666666666
cerebralpalsy,cljvwd8v1001x3n6l4kctzozr,338R10fA_wU,1.0
cerebralpalsy,cljvwe0ky00213n6l7qczieno,338R10fA_wU,0.9973958333333334
cerebralpalsy,cljvwev0l00253n6l9z4c0e64,338R10fA_wU,1.0
cerebralpalsy,cljvwfmxb00293n6lyo0ffqwb,338R10fA_wU,0.9557291666666666
cerebralpalsy,cljvwg5ec002d3n6l2md9azmd,338R10fA_wU,1.0
cerebralpalsy,cljvwh32z002h3n6lqbpciciy,338R10fA_wU,1.0
cerebralpalsy,cljvwi48w002l3n6l60p46q08,338R10fA_wU,1.0
cerebralpalsy,cljvwitht002p3n6ltwn2u183,338R10fA_wU,0.9973958333333334
cerebralpalsy,cljvwjpf9002t3n6lho7y7owx,338R10fA_wU,0.8111979166666666
cerebralpalsy,cljvwkifk002x3n6l7jeh6adi,338R10fA_wU,0.9934895833333334
cerebralpalsy,cljw7lvm6006f3n6lme1qtv2g,dXAvAA556gE,1.0
cerebralpalsy,cljw7mjyv006j3n6lr6d34gvu,dXAvAA556gE,1.0
cerebralpalsy,cljw7ndde006n3n6lfm5x8fuv,dXAvAA556gE,0.99609375
cerebralpalsy,cljwbtjtg001t3n6lg3w779jv,f8h2nkV0R8A,0.9817708333333334
cerebralpalsy,cljwrq524003j3n6lt19gnyf5,-MQBffDuto4,1.0
cerebralpalsy,cljwrqwc9003n3n6ltzrvje9c,-MQBffDuto4,1.0
cerebralpalsy,cljwshr10001c3n6ln1kkpqs6,SiYe89_WaTQ,0.9973958333333334
cerebralpalsy,cljwsiehw001g3n6lmr006lhr,SiYe89_WaTQ,1.0
cerebralpalsy,cljwsj29l001k3n6l8938wrtc,SiYe89_WaTQ,1.0
cerebralpalsy,cljwsjpbp001o3n6ln3z2vtfk,SiYe89_WaTQ,0.98828125
cerebralpalsy,cljwskeid001s3n6lrp3je2km,SiYe89_WaTQ,1.0
cerebralpalsy,cljwslbss001w3n6lr5pf4t4k,SiYe89_WaTQ,0.984375
cerebralpalsy,cll8k1ddg00503o6ld0ttyqyk,rWKYDfklSkE,0.99609375
cerebralpalsy,cll8k1pmt00543o6llho982y4,rWKYDfklSkE,0.9986979166666666
cerebralpalsy,cll8k24qs00583o6lbnpqmjyl,rWKYDfklSkE,0.9947916666666666
cerebralpalsy,cll8k2xvv005c3o6lbvl9w3f4,rWKYDfklSkE,0.9869791666666666
cerebralpalsy,cll8k3gus005g3o6la0ll4n2f,rWKYDfklSkE,1.0
cerebralpalsy,cll8k3z7n005k3o6lps3evia5,rWKYDfklSkE,1.0
cerebralpalsy,cll8k49ga005n3o6lrg92111d,rWKYDfklSkE,1.0
cerebralpalsy,cll8k4oby005r3o6ljjncvkp8,rWKYDfklSkE,0.9986979166666666
cerebralpalsy,cll8k59j9005v3o6l2w9i0lse,rWKYDfklSkE,1.0
cerebralpalsy,cll8k5qsr005z3o6lauk0dd4a,rWKYDfklSkE,1.0
cerebralpalsy,cll8k6b0t00633o6l0qohgf43,rWKYDfklSkE,0.9973958333333334
cerebralpalsy,cll8k6t9d00673o6lb9ryzdsb,rWKYDfklSkE,1.0
cerebralpalsy,cll8k74kx006b3o6l0fue0bcg,rWKYDfklSkE,1.0
cerebralpalsy,cll8k7lo2006f3o6lf4tw2dqz,rWKYDfklSkE,1.0
cerebralpalsy,cll8k844v006j3o6lyfwxu6xu,rWKYDfklSkE,1.0
cerebralpalsy,cll8k8pxy006n3o6l2q1gopyo,rWKYDfklSkE,1.0
cerebralpalsy,cll9u8ov900053o6l3ad7pezo,Uj89KJwLYOY,0.9986979166666666
cerebralpalsy,cll9u9i8r00093o6l5ikd2m5u,Uj89KJwLYOY,1.0
