endpoint,scale_policy,method,extractor,seed,condition,records,reference_eligible,reference_ineligible,original_supported,complete_predictions,incomplete_predictions,count_mismatch_records,reference_events,matched_events,missed_events,known_extra_events,extra_count_unknown_records,event_recall,known_event_precision,conditional_timing_mae_s
all_valid_synthetic,frame_reference,reference_oracle,hrnet_w32,17,blur_obstruction,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,hrnet_w32,17,clean,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,hrnet_w32,17,obstruction,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,rtmpose_m,17,all_conditions,128,128,0,128,128,0,0,560,560,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,rtmpose_m,17,blur,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,rtmpose_m,17,blur_obstruction,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,rtmpose_m,17,clean,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,rtmpose_m,17,obstruction,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,vitpose_base,17,all_conditions,128,128,0,128,128,0,0,560,560,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,vitpose_base,17,blur,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,vitpose_base,17,blur_obstruction,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,vitpose_base,17,clean,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,vitpose_base,17,obstruction,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,shuffled_jepa,hrnet_w32,17,all_conditions,128,128,0,3,128,0,125,560,521,39.0,817.0,0,0.9303571428571429,0.38938714499252614,0.035777351247600675
all_valid_synthetic,frame_reference,shuffled_jepa,hrnet_w32,17,blur,32,32,0,1,32,0,31,140,135,5.0,160.0,0,0.9642857142857143,0.4576271186440678,0.029333333333333197
all_valid_synthetic,frame_reference,shuffled_jepa,hrnet_w32,17,blur_obstruction,32,32,0,1,32,0,31,140,120,20.0,218.0,0,0.8571428571428571,0.35502958579881655,0.04233333333333338
all_valid_synthetic,frame_reference,shuffled_jepa,hrnet_w32,17,clean,32,32,0,1,32,0,31,140,134,6.0,149.0,0,0.9571428571428572,0.4734982332155477,0.03582089552238791
all_valid_synthetic,frame_reference,shuffled_jepa,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,132,8.0,290.0,0,0.9428571428571428,0.3127962085308057,0.03636363636363622
all_valid_synthetic,frame_reference,shuffled_jepa,rtmpose_m,17,all_conditions,128,128,0,13,128,0,115,560,491,69.0,484.0,0,0.8767857142857143,0.5035897435897436,0.0348676171079429
all_valid_synthetic,frame_reference,shuffled_jepa,rtmpose_m,17,blur,32,32,0,5,32,0,27,140,127,13.0,78.0,0,0.9071428571428571,0.6195121951219512,0.03055118110236212
all_valid_synthetic,frame_reference,shuffled_jepa,rtmpose_m,17,blur_obstruction,32,32,0,3,32,0,29,140,112,28.0,146.0,0,0.8,0.43410852713178294,0.04642857142857131
all_valid_synthetic,frame_reference,shuffled_jepa,rtmpose_m,17,clean,32,32,0,4,32,0,28,140,131,9.0,70.0,0,0.9357142857142857,0.6517412935323383,0.02259541984732822
all_valid_synthetic,frame_reference,shuffled_jepa,rtmpose_m,17,obstruction,32,32,0,1,32,0,31,140,121,19.0,190.0,0,0.8642857142857143,0.3890675241157556,0.041983471074380094
all_valid_synthetic,frame_reference,shuffled_jepa,vitpose_base,17,all_conditions,128,128,0,18,128,0,110,560,482,78.0,529.0,0,0.8607142857142858,0.47675568743818003,0.029792531120331915
all_valid_synthetic,frame_reference,shuffled_jepa,vitpose_base,17,blur,32,32,0,10,32,0,22,140,126,14.0,65.0,0,0.9,0.6596858638743456,0.020952380952380893
all_valid_synthetic,frame_reference,shuffled_jepa,vitpose_base,17,blur_obstruction,32,32,0,2,32,0,30,140,104,36.0,170.0,0,0.7428571428571429,0.3795620437956204,0.041153846153846124
all_valid_synthetic,frame_reference,shuffled_jepa,vitpose_base,17,clean,32,32,0,6,32,0,26,140,130,10.0,65.0,0,0.9285714285714286,0.6666666666666666,0.02153846153846153
all_valid_synthetic,frame_reference,shuffled_jepa,vitpose_base,17,obstruction,32,32,0,0,32,0,32,140,122,18.0,229.0,0,0.8714285714285714,0.3475783475783476,0.03803278688524584
all_valid_synthetic,frame_reference,smoothnet,hrnet_w32,17,all_conditions,128,128,0,2,128,0,126,560,523,37.0,897.0,0,0.9339285714285714,0.3683098591549296,0.03372848948374752
all_valid_synthetic,frame_reference,smoothnet,hrnet_w32,17,blur,32,32,0,1,32,0,31,140,134,6.0,186.0,0,0.9571428571428572,0.41875,0.027462686567164107
all_valid_synthetic,frame_reference,smoothnet,hrnet_w32,17,blur_obstruction,32,32,0,0,32,0,32,140,123,17.0,244.0,0,0.8785714285714286,0.335149863760218,0.0396747967479674
all_valid_synthetic,frame_reference,smoothnet,hrnet_w32,17,clean,32,32,0,1,32,0,31,140,135,5.0,173.0,0,0.9642857142857143,0.4383116883116883,0.0314074074074073
all_valid_synthetic,frame_reference,smoothnet,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,131,9.0,294.0,0,0.9357142857142857,0.30823529411764705,0.03694656488549609
all_valid_synthetic,frame_reference,smoothnet,rtmpose_m,17,all_conditions,128,128,0,12,128,0,116,560,497,63.0,518.0,0,0.8875,0.4896551724137931,0.03670020120724337
all_valid_synthetic,frame_reference,smoothnet,rtmpose_m,17,blur,32,32,0,2,32,0,30,140,129,11.0,76.0,0,0.9214285714285714,0.6292682926829268,0.030697674418604593
all_valid_synthetic,frame_reference,smoothnet,rtmpose_m,17,blur_obstruction,32,32,0,4,32,0,28,140,113,27.0,155.0,0,0.8071428571428572,0.4216417910447761,0.05097345132743347
all_valid_synthetic,frame_reference,smoothnet,rtmpose_m,17,clean,32,32,0,6,32,0,26,140,128,12.0,74.0,0,0.9142857142857143,0.6336633663366337,0.024062499999999938
all_valid_synthetic,frame_reference,smoothnet,rtmpose_m,17,obstruction,32,32,0,0,32,0,32,140,127,13.0,213.0,0,0.9071428571428571,0.3735294117647059,0.04283464566929124
all_valid_synthetic,frame_reference,smoothnet,vitpose_base,17,all_conditions,128,128,0,15,128,0,113,560,482,78.0,546.0,0,0.8607142857142858,0.4688715953307393,0.03228215767634846
all_valid_synthetic,frame_reference,smoothnet,vitpose_base,17,blur,32,32,0,9,32,0,23,140,126,14.0,60.0,0,0.9,0.6774193548387096,0.023809523809523708
all_valid_synthetic,frame_reference,smoothnet,vitpose_base,17,blur_obstruction,32,32,0,0,32,0,32,140,105,35.0,183.0,0,0.75,0.3645833333333333,0.04380952380952366
all_valid_synthetic,frame_reference,smoothnet,vitpose_base,17,clean,32,32,0,6,32,0,26,140,130,10.0,64.0,0,0.9285714285714286,0.6701030927835051,0.020615384615384594
all_valid_synthetic,frame_reference,smoothnet,vitpose_base,17,obstruction,32,32,0,0,32,0,32,140,121,19.0,239.0,0,0.8642857142857143,0.33611111111111114,0.04363636363636355
all_valid_synthetic,frame_reference,static,hrnet_w32,17,all_conditions,128,128,0,0,128,0,128,560,520,40.0,955.0,0,0.9285714285714286,0.3525423728813559,0.03399999999999985
all_valid_synthetic,frame_reference,static,hrnet_w32,17,blur,32,32,0,0,32,0,32,140,135,5.0,194.0,0,0.9642857142857143,0.41033434650455924,0.029925925925925835
all_valid_synthetic,frame_reference,static,hrnet_w32,17,blur_obstruction,32,32,0,0,32,0,32,140,126,14.0,263.0,0,0.9,0.32390745501285345,0.03873015873015855
all_valid_synthetic,frame_reference,static,hrnet_w32,17,clean,32,32,0,0,32,0,32,140,135,5.0,199.0,0,0.9642857142857143,0.4041916167664671,0.030814814814814705
all_valid_synthetic,frame_reference,static,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,124,16.0,299.0,0,0.8857142857142857,0.29314420803782504,0.037096774193548156
all_valid_synthetic,frame_reference,static,rtmpose_m,17,all_conditions,128,128,0,6,128,0,122,560,512,48.0,680.0,0,0.9142857142857143,0.42953020134228187,0.035234374999999894
all_valid_synthetic,frame_reference,static,rtmpose_m,17,blur,32,32,0,2,32,0,30,140,130,10.0,123.0,0,0.9285714285714286,0.5138339920948617,0.030461538461538363
all_valid_synthetic,frame_reference,static,rtmpose_m,17,blur_obstruction,32,32,0,0,32,0,32,140,121,19.0,221.0,0,0.8642857142857143,0.3538011695906433,0.04363636363636345
all_valid_synthetic,frame_reference,static,rtmpose_m,17,clean,32,32,0,4,32,0,28,140,133,7.0,108.0,0,0.95,0.5518672199170125,0.023759398496240543
all_valid_synthetic,frame_reference,static,rtmpose_m,17,obstruction,32,32,0,0,32,0,32,140,128,12.0,228.0,0,0.9142857142857143,0.3595505617977528,0.044062499999999914
all_valid_synthetic,frame_reference,static,vitpose_base,17,all_conditions,128,128,0,4,128,0,124,560,495,65.0,756.0,0,0.8839285714285714,0.39568345323741005,0.03038383838383828
all_valid_synthetic,frame_reference,static,vitpose_base,17,blur,32,32,0,0,32,0,32,140,130,10.0,128.0,0,0.9285714285714286,0.5038759689922481,0.023999999999999903
all_valid_synthetic,frame_reference,static,vitpose_base,17,blur_obstruction,32,32,0,1,32,0,31,140,112,28.0,224.0,0,0.8,0.3333333333333333,0.03785714285714268
all_valid_synthetic,frame_reference,static,vitpose_base,17,clean,32,32,0,3,32,0,29,140,133,7.0,146.0,0,0.95,0.4767025089605735,0.024962406015037564
all_valid_synthetic,frame_reference,static,vitpose_base,17,obstruction,32,32,0,0,32,0,32,140,120,20.0,258.0,0,0.8571428571428571,0.31746031746031744,0.03633333333333321
all_valid_synthetic,frame_reference,unchanged,hrnet_w32,17,all_conditions,128,128,0,4,128,0,124,560,521,39.0,783.0,0,0.9303571428571429,0.3995398773006135,0.034932821497120785
all_valid_synthetic,frame_reference,unchanged,hrnet_w32,17,blur,32,32,0,1,32,0,31,140,133,7.0,151.0,0,0.95,0.46830985915492956,0.029774436090225415
all_valid_synthetic,frame_reference,unchanged,hrnet_w32,17,blur_obstruction,32,32,0,1,32,0,31,140,124,16.0,210.0,0,0.8857142857142857,0.3712574850299401,0.04129032258064503
all_valid_synthetic,frame_reference,unchanged,hrnet_w32,17,clean,32,32,0,2,32,0,30,140,132,8.0,143.0,0,0.9428571428571428,0.48,0.03242424242424226
all_valid_synthetic,frame_reference,unchanged,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,132,8.0,279.0,0,0.9428571428571428,0.32116788321167883,0.036666666666666556
all_valid_synthetic,frame_reference,unchanged,rtmpose_m,17,all_conditions,128,128,0,11,127,1,116,560,500,60.0,492.0,1,0.8928571428571429,0.5040322580645161,0.034959999999999936
all_valid_synthetic,frame_reference,unchanged,rtmpose_m,17,blur,32,32,0,5,32,0,27,140,129,11.0,80.0,0,0.9214285714285714,0.6172248803827751,0.026356589147286797
all_valid_synthetic,frame_reference,unchanged,rtmpose_m,17,blur_obstruction,32,32,0,2,31,1,29,140,115,25.0,143.0,1,0.8214285714285714,0.44573643410852715,0.0497391304347825
all_valid_synthetic,frame_reference,unchanged,rtmpose_m,17,clean,32,32,0,3,32,0,29,140,131,9.0,70.0,0,0.9357142857142857,0.6517412935323383,0.02381679389312974
all_valid_synthetic,frame_reference,unchanged,rtmpose_m,17,obstruction,32,32,0,1,32,0,31,140,125,15.0,199.0,0,0.8928571428571429,0.38580246913580246,0.04191999999999992
all_valid_synthetic,frame_reference,unchanged,vitpose_base,17,all_conditions,128,128,0,15,128,0,113,560,479,81.0,542.0,0,0.8553571428571428,0.4691478942213516,0.032150313152400786
all_valid_synthetic,frame_reference,unchanged,vitpose_base,17,blur,32,32,0,9,32,0,23,140,128,12.0,59.0,0,0.9142857142857143,0.6844919786096256,0.02281249999999996
all_valid_synthetic,frame_reference,unchanged,vitpose_base,17,blur_obstruction,32,32,0,2,32,0,30,140,100,40.0,179.0,0,0.7142857142857143,0.35842293906810035,0.04279999999999992
all_valid_synthetic,frame_reference,unchanged,vitpose_base,17,clean,32,32,0,4,32,0,28,140,130,10.0,61.0,0,0.9285714285714286,0.680628272251309,0.023076923076923075
all_valid_synthetic,frame_reference,unchanged,vitpose_base,17,obstruction,32,32,0,0,32,0,32,140,121,19.0,243.0,0,0.8642857142857143,0.3324175824175824,0.042975206611570164
all_valid_synthetic,window_median_reference,coordinate,hrnet_w32,17,all_conditions,128,128,0,0,128,0,128,580,541,39.0,1025.0,0,0.9327586206896552,0.3454661558109834,0.035711645101663546
all_valid_synthetic,window_median_reference,coordinate,hrnet_w32,17,blur,32,32,0,0,32,0,32,145,141,4.0,220.0,0,0.9724137931034482,0.39058171745152354,0.03262411347517724
all_valid_synthetic,window_median_reference,coordinate,hrnet_w32,17,blur_obstruction,32,32,0,0,32,0,32,145,129,16.0,275.0,0,0.8896551724137931,0.3193069306930693,0.038449612403100734
all_valid_synthetic,window_median_reference,coordinate,hrnet_w32,17,clean,32,32,0,0,32,0,32,145,136,9.0,199.0,0,0.9379310344827586,0.4059701492537313,0.03588235294117646
all_valid_synthetic,window_median_reference,coordinate,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,145,135,10.0,331.0,0,0.9310344827586207,0.28969957081545067,0.03614814814814808
all_valid_synthetic,window_median_reference,coordinate,rtmpose_m,17,all_conditions,128,128,0,6,128,0,122,580,516,64.0,758.0,0,0.8896551724137931,0.4050235478806907,0.03875968992248059
all_valid_synthetic,window_median_reference,coordinate,rtmpose_m,17,blur,32,32,0,1,32,0,31,145,132,13.0,160.0,0,0.9103448275862069,0.4520547945205479,0.03636363636363628
all_valid_synthetic,window_median_reference,coordinate,rtmpose_m,17,blur_obstruction,32,32,0,3,32,0,29,145,124,21.0,208.0,0,0.8551724137931035,0.37349397590361444,0.04612903225806446
all_valid_synthetic,window_median_reference,coordinate,rtmpose_m,17,clean,32,32,0,2,32,0,30,145,132,13.0,144.0,0,0.9103448275862069,0.4782608695652174,0.03363636363636368
all_valid_synthetic,window_median_reference,coordinate,rtmpose_m,17,obstruction,32,32,0,0,32,0,32,145,128,17.0,246.0,0,0.8827586206896552,0.3422459893048128,0.039374999999999986
all_valid_synthetic,window_median_reference,coordinate,vitpose_base,17,all_conditions,128,128,0,6,128,0,122,580,519,61.0,781.0,0,0.8948275862068965,0.3992307692307692,0.035915221579961465
all_valid_synthetic,window_median_reference,coordinate,vitpose_base,17,blur,32,32,0,1,32,0,31,145,134,11.0,161.0,0,0.9241379310344827,0.4542372881355932,0.035223880597014985
all_valid_synthetic,window_median_reference,coordinate,vitpose_base,17,blur_obstruction,32,32,0,4,32,0,28,145,123,22.0,200.0,0,0.8482758620689655,0.38080495356037153,0.04390243902439018
all_valid_synthetic,window_median_reference,coordinate,vitpose_base,17,clean,32,32,0,1,32,0,31,145,133,12.0,159.0,0,0.9172413793103448,0.4554794520547945,0.028270676691729345
all_valid_synthetic,window_median_reference,coordinate,vitpose_base,17,obstruction,32,32,0,0,32,0,32,145,129,16.0,261.0,0,0.8896551724137931,0.33076923076923076,0.036899224806201524
all_valid_synthetic,window_median_reference,direct,hrnet_w32,17,all_conditions,128,128,0,0,128,0,128,580,541,39.0,913.0,0,0.9327586206896552,0.37207702888583216,0.03608133086876148
all_valid_synthetic,window_median_reference,direct,hrnet_w32,17,blur,32,32,0,0,32,0,32,145,143,2.0,176.0,0,0.9862068965517241,0.4482758620689655,0.03188811188811183
all_valid_synthetic,window_median_reference,direct,hrnet_w32,17,blur_obstruction,32,32,0,0,32,0,32,145,123,22.0,259.0,0,0.8482758620689655,0.3219895287958115,0.04227642276422762
all_valid_synthetic,window_median_reference,direct,hrnet_w32,17,clean,32,32,0,0,32,0,32,145,138,7.0,155.0,0,0.9517241379310345,0.4709897610921502,0.03072463768115928
all_valid_synthetic,window_median_reference,direct,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,145,137,8.0,323.0,0,0.9448275862068966,0.29782608695652174,0.04029197080291964
all_valid_synthetic,window_median_reference,direct,rtmpose_m,17,all_conditions,128,128,0,8,128,0,120,580,510,70.0,556.0,0,0.8793103448275862,0.47842401500938087,0.03364705882352943
all_valid_synthetic,window_median_reference,direct,rtmpose_m,17,blur,32,32,0,5,32,0,27,145,134,11.0,91.0,0,0.9241379310344827,0.5955555555555555,0.02805970149253737
all_valid_synthetic,window_median_reference,direct,rtmpose_m,17,blur_obstruction,32,32,0,0,32,0,32,145,122,23.0,189.0,0,0.8413793103448276,0.39228295819935693,0.04229508196721321
all_valid_synthetic,window_median_reference,direct,rtmpose_m,17,clean,32,32,0,3,32,0,29,145,132,13.0,70.0,0,0.9103448275862069,0.6534653465346535,0.025151515151515168
all_valid_synthetic,window_median_reference,direct,rtmpose_m,17,obstruction,32,32,0,0,32,0,32,145,122,23.0,206.0,0,0.8413793103448276,0.3719512195121951,0.04032786885245894
all_valid_synthetic,window_median_reference,direct,vitpose_base,17,all_conditions,128,128,0,9,128,0,119,580,518,62.0,560.0,0,0.8931034482758621,0.4805194805194805,0.030888030888030854
all_valid_synthetic,window_median_reference,direct,vitpose_base,17,blur,32,32,0,3,32,0,29,145,134,11.0,74.0,0,0.9241379310344827,0.6442307692307693,0.024179104477611995
all_valid_synthetic,window_median_reference,direct,vitpose_base,17,blur_obstruction,32,32,0,0,32,0,32,145,122,23.0,183.0,0,0.8413793103448276,0.4,0.03901639344262282
all_valid_synthetic,window_median_reference,direct,vitpose_base,17,clean,32,32,0,6,32,0,26,145,132,13.0,63.0,0,0.9103448275862069,0.676923076923077,0.023939393939393986
all_valid_synthetic,window_median_reference,direct,vitpose_base,17,obstruction,32,32,0,0,32,0,32,145,130,15.0,240.0,0,0.896551724137931,0.35135135135135137,0.03723076923076912
all_valid_synthetic,window_median_reference,filter0,hrnet_w32,17,all_conditions,128,128,0,8,128,0,120,580,547,33.0,744.0,0,0.9431034482758621,0.42370255615801705,0.03480804387568546
all_valid_synthetic,window_median_reference,filter0,hrnet_w32,17,blur,32,32,0,3,32,0,29,145,141,4.0,139.0,0,0.9724137931034482,0.5035714285714286,0.030070921985815516
all_valid_synthetic,window_median_reference,filter0,hrnet_w32,17,blur_obstruction,32,32,0,2,32,0,30,145,131,14.0,205.0,0,0.903448275862069,0.3898809523809524,0.04152671755725187
all_valid_synthetic,window_median_reference,filter0,hrnet_w32,17,clean,32,32,0,3,32,0,29,145,139,6.0,122.0,0,0.9586206896551724,0.5325670498084292,0.03223021582733798
all_valid_synthetic,window_median_reference,filter0,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,145,136,9.0,278.0,0,0.9379310344827586,0.3285024154589372,0.03588235294117635
all_valid_synthetic,window_median_reference,filter0,rtmpose_m,17,all_conditions,128,128,0,16,128,0,112,580,513,67.0,484.0,0,0.8844827586206897,0.5145436308926781,0.03602339181286542
all_valid_synthetic,window_median_reference,filter0,rtmpose_m,17,blur,32,32,0,6,32,0,26,145,133,12.0,73.0,0,0.9172413793103448,0.6456310679611651,0.027067669172932286
all_valid_synthetic,window_median_reference,filter0,rtmpose_m,17,blur_obstruction,32,32,0,4,32,0,28,145,117,28.0,148.0,0,0.8068965517241379,0.44150943396226416,0.05128205128205115
all_valid_synthetic,window_median_reference,filter0,rtmpose_m,17,clean,32,32,0,4,32,0,28,145,134,11.0,57.0,0,0.9241379310344827,0.7015706806282722,0.024776119402985016
all_valid_synthetic,window_median_reference,filter0,rtmpose_m,17,obstruction,32,32,0,2,32,0,30,145,129,16.0,206.0,0,0.8896551724137931,0.3850746268656716,0.043100775193798374
all_valid_synthetic,window_median_reference,filter0,vitpose_base,17,all_conditions,128,128,0,19,128,0,109,580,504,76.0,506.0,0,0.8689655172413793,0.499009900990099,0.034682539682539634
all_valid_synthetic,window_median_reference,filter0,vitpose_base,17,blur,32,32,0,10,32,0,22,145,132,13.0,49.0,0,0.9103448275862069,0.7292817679558011,0.02454545454545453
all_valid_synthetic,window_median_reference,filter0,vitpose_base,17,blur_obstruction,32,32,0,1,32,0,31,145,111,34.0,165.0,0,0.7655172413793103,0.40217391304347827,0.047207207207207155
all_valid_synthetic,window_median_reference,filter0,vitpose_base,17,clean,32,32,0,8,32,0,24,145,135,10.0,58.0,0,0.9310344827586207,0.6994818652849741,0.023999999999999955
all_valid_synthetic,window_median_reference,filter0,vitpose_base,17,obstruction,32,32,0,0,32,0,32,145,126,19.0,234.0,0,0.8689655172413793,0.35,0.04571428571428567
all_valid_synthetic,window_median_reference,filter1,hrnet_w32,17,all_conditions,128,128,0,23,128,0,105,580,462,118.0,312.0,0,0.7965517241379311,0.5968992248062015,0.04190476190476187
all_valid_synthetic,window_median_reference,filter1,hrnet_w32,17,blur,32,32,0,7,32,0,25,145,123,22.0,52.0,0,0.8482758620689655,0.7028571428571428,0.03186991869918686
all_valid_synthetic,window_median_reference,filter1,hrnet_w32,17,blur_obstruction,32,32,0,5,32,0,27,145,101,44.0,106.0,0,0.696551724137931,0.48792270531400966,0.04950495049504951
all_valid_synthetic,window_median_reference,filter1,hrnet_w32,17,clean,32,32,0,8,32,0,24,145,123,22.0,37.0,0,0.8482758620689655,0.76875,0.03869918699186986
all_valid_synthetic,window_median_reference,filter1,hrnet_w32,17,obstruction,32,32,0,3,32,0,29,145,115,30.0,117.0,0,0.7931034482758621,0.4956896551724138,0.04939130434782613
all_valid_synthetic,window_median_reference,filter1,rtmpose_m,17,all_conditions,128,128,0,21,128,0,107,580,411,169.0,190.0,0,0.7086206896551724,0.6838602329450915,0.034257907542579055
all_valid_synthetic,window_median_reference,filter1,rtmpose_m,17,blur,32,32,0,7,32,0,25,145,113,32.0,14.0,0,0.7793103448275862,0.889763779527559,0.03221238938053102
all_valid_synthetic,window_median_reference,filter1,rtmpose_m,17,blur_obstruction,32,32,0,5,32,0,27,145,86,59.0,83.0,0,0.593103448275862,0.5088757396449705,0.04046511627906977
all_valid_synthetic,window_median_reference,filter1,rtmpose_m,17,clean,32,32,0,4,32,0,28,145,115,30.0,11.0,0,0.7931034482758621,0.9126984126984127,0.021913043478260782
all_valid_synthetic,window_median_reference,filter1,rtmpose_m,17,obstruction,32,32,0,5,32,0,27,145,97,48.0,82.0,0,0.6689655172413793,0.5418994413407822,0.04577319587628862
all_valid_synthetic,window_median_reference,filter1,vitpose_base,17,all_conditions,128,128,0,17,128,0,111,580,407,173.0,232.0,0,0.7017241379310345,0.6369327073552425,0.03577395577395578
all_valid_synthetic,window_median_reference,filter1,vitpose_base,17,blur,32,32,0,6,32,0,26,145,111,34.0,21.0,0,0.7655172413793103,0.8409090909090909,0.028108108108108078
all_valid_synthetic,window_median_reference,filter1,vitpose_base,17,blur_obstruction,32,32,0,4,32,0,28,145,86,59.0,91.0,0,0.593103448275862,0.4858757062146893,0.04418604651162789
all_valid_synthetic,window_median_reference,filter1,vitpose_base,17,clean,32,32,0,5,32,0,27,145,113,32.0,15.0,0,0.7793103448275862,0.8828125,0.02761061946902658
all_valid_synthetic,window_median_reference,filter1,vitpose_base,17,obstruction,32,32,0,2,32,0,30,145,97,48.0,105.0,0,0.6689655172413793,0.4801980198019802,0.04659793814432995
all_valid_synthetic,window_median_reference,filter2,hrnet_w32,17,all_conditions,128,128,0,30,128,0,98,580,378,202.0,174.0,0,0.6517241379310345,0.6847826086956522,0.03989417989417988
all_valid_synthetic,window_median_reference,filter2,hrnet_w32,17,blur,32,32,0,9,32,0,23,145,103,42.0,22.0,0,0.7103448275862069,0.824,0.03378640776699023
all_valid_synthetic,window_median_reference,filter2,hrnet_w32,17,blur_obstruction,32,32,0,8,32,0,24,145,79,66.0,66.0,0,0.5448275862068965,0.5448275862068965,0.0415189873417722
all_valid_synthetic,window_median_reference,filter2,hrnet_w32,17,clean,32,32,0,8,32,0,24,145,104,41.0,13.0,0,0.7172413793103448,0.8888888888888888,0.03538461538461542
all_valid_synthetic,window_median_reference,filter2,hrnet_w32,17,obstruction,32,32,0,5,32,0,27,145,92,53.0,73.0,0,0.6344827586206897,0.5575757575757576,0.050434782608695564
all_valid_synthetic,window_median_reference,filter2,rtmpose_m,17,all_conditions,128,128,0,26,128,0,102,580,365,215.0,124.0,0,0.6293103448275862,0.7464212678936605,0.035397260273972615
all_valid_synthetic,window_median_reference,filter2,rtmpose_m,17,blur,32,32,0,4,32,0,28,145,99,46.0,11.0,0,0.6827586206896552,0.9,0.03070707070707069
all_valid_synthetic,window_median_reference,filter2,rtmpose_m,17,blur_obstruction,32,32,0,9,32,0,23,145,80,65.0,62.0,0,0.5517241379310345,0.5633802816901409,0.03900000000000002
all_valid_synthetic,window_median_reference,filter2,rtmpose_m,17,clean,32,32,0,7,32,0,25,145,100,45.0,4.0,0,0.6896551724137931,0.9615384615384616,0.02639999999999996
all_valid_synthetic,window_median_reference,filter2,rtmpose_m,17,obstruction,32,32,0,6,32,0,26,145,86,59.0,47.0,0,0.593103448275862,0.6466165413533834,0.04790697674418614
all_valid_synthetic,window_median_reference,filter2,vitpose_base,17,all_conditions,128,128,0,22,128,0,106,580,349,231.0,147.0,0,0.6017241379310345,0.7036290322580645,0.036446991404011454
all_valid_synthetic,window_median_reference,filter2,vitpose_base,17,blur,32,32,0,5,32,0,27,145,98,47.0,6.0,0,0.6758620689655173,0.9423076923076923,0.03061224489795913
all_valid_synthetic,window_median_reference,filter2,vitpose_base,17,blur_obstruction,32,32,0,8,32,0,24,145,75,70.0,66.0,0,0.5172413793103449,0.5319148936170213,0.04320000000000004
all_valid_synthetic,window_median_reference,filter2,vitpose_base,17,clean,32,32,0,4,32,0,28,145,96,49.0,5.0,0,0.6620689655172414,0.9504950495049505,0.028750000000000022
all_valid_synthetic,window_median_reference,filter2,vitpose_base,17,obstruction,32,32,0,5,32,0,27,145,80,65.0,70.0,0,0.5517241379310345,0.5333333333333333,0.04649999999999997
all_valid_synthetic,window_median_reference,initialized,hrnet_w32,17,all_conditions,128,128,0,3,128,0,125,580,548,32.0,805.0,0,0.9448275862068966,0.4050258684405026,0.033503649635036416
all_valid_synthetic,window_median_reference,initialized,hrnet_w32,17,blur,32,32,0,1,32,0,31,145,141,4.0,174.0,0,0.9724137931034482,0.44761904761904764,0.026099290780141764
all_valid_synthetic,window_median_reference,initialized,hrnet_w32,17,blur_obstruction,32,32,0,0,32,0,32,145,128,17.0,213.0,0,0.8827586206896552,0.375366568914956,0.036875000000000005
all_valid_synthetic,window_median_reference,initialized,hrnet_w32,17,clean,32,32,0,2,32,0,30,145,141,4.0,143.0,0,0.9724137931034482,0.4964788732394366,0.03375886524822686
all_valid_synthetic,window_median_reference,initialized,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,145,138,7.0,275.0,0,0.9517241379310345,0.3341404358353511,0.03768115942028972
all_valid_synthetic,window_median_reference,initialized,rtmpose_m,17,all_conditions,128,128,0,13,128,0,115,580,512,68.0,468.0,0,0.8827586206896552,0.5224489795918368,0.03585937499999997
all_valid_synthetic,window_median_reference,initialized,rtmpose_m,17,blur,32,32,0,6,32,0,26,145,132,13.0,70.0,0,0.9103448275862069,0.6534653465346535,0.029696969696969683
