method,extractor,joint,bias_x_px,bias_y_px,mae_x_px,mae_y_px,scored_frames,missing_predictions
unchanged,hrnet_w32,left_knee,-0.4810639578104019,-4.3354562985897065,2.6161857271194457,5.897558789253235,37.6875,0.0
unchanged,hrnet_w32,left_shoulder,-4.1747244745492935,-5.408286288380623,4.2364475429058075,5.881142567843199,64.0,0.0
unchanged,hrnet_w32,left_wrist,-1.1823665842530318,-3.055144610349089,1.9276405130513012,3.8551503010094166,61.0625,0.0
unchanged,hrnet_w32,right_ankle,-0.42376122243226844,-4.611409154027067,2.495976987037253,7.7461441780658475,32.640625,0.0
unchanged,hrnet_w32,right_elbow,1.9151876103132963,-4.828843263909221,2.234305885620415,5.823662983253598,63.65625,0.0
unchanged,hrnet_w32,right_hip,-6.202133948986347,-9.702947735786438,6.223311094137339,9.702947735786438,32.671875,0.0
unchanged,hrnet_w32,right_knee,2.163674104348069,-6.194014127625794,3.9022471328250696,7.24165055693173,45.671875,0.0
unchanged,hrnet_w32,right_shoulder,6.0717918165028095,-5.032146733254194,6.07321846857667,5.290077839046717,64.0,0.0
unchanged,hrnet_w32,right_wrist,3.5209401017054915,-4.187649596482515,3.5570028414949775,5.003133427351713,62.9375,0.0
unchanged,rtmpose_m,left_ankle,2.735327659426509,3.1561869046575315,3.3984124048336133,8.247310151924959,32.078125,0.0
unchanged,rtmpose_m,left_elbow,-0.42849010674399324,-5.55552089959383,1.6232030894607306,5.817429009824991,61.21875,0.0
unchanged,rtmpose_m,left_hip,5.582552403873867,-9.908950916926067,6.123679015371534,9.908950916926067,34.65625,0.0
unchanged,rtmpose_m,left_knee,-0.30472890600562097,-2.860637793391943,2.2558011424541475,4.067430181503296,37.6875,0.0
unchanged,rtmpose_m,left_shoulder,-4.135097220540047,-5.550030587241054,4.147681102156639,5.588808896020055,64.0,0.0
unchanged,rtmpose_m,left_wrist,-1.4800420615356416,-2.401170439319685,1.8562955665402114,3.4653638061136007,61.0625,0.0
unchanged,rtmpose_m,right_ankle,-0.8107775861912585,-2.1408197187045785,2.740558814495168,6.735341816506487,32.640625,0.0
unchanged,rtmpose_m,right_elbow,1.106406729464652,-4.473629858344793,1.9823509873822331,6.116438060998917,63.65625,0.0
unchanged,rtmpose_m,right_hip,-6.774439826989785,-9.725953340530396,6.919382471304673,9.725953340530396,32.671875,0.0
unchanged,rtmpose_m,right_knee,2.330696815813292,-4.718431423922054,3.2987935513746542,5.690212150089076,45.671875,0.0
unchanged,rtmpose_m,right_shoulder,5.40362523496151,-4.347299998626113,5.40362523496151,6.70857853256166,64.0,0.0
unchanged,rtmpose_m,right_wrist,1.862477131653577,-3.7851767921820283,2.6986371823586524,4.412138394080102,62.9375,0.0
unchanged,vitpose_base,left_ankle,1.5092458724975586,0.16143095050309156,4.65755554469856,9.165400089444342,32.078125,0.0
unchanged,vitpose_base,left_elbow,-2.0254073835967574,-4.624121110886335,2.7680041790008545,7.220974298194051,61.21875,0.0
unchanged,vitpose_base,left_hip,3.6467273818122017,-10.832678961753846,7.0311771286858455,10.9842526462343,34.65625,0.0
unchanged,vitpose_base,left_knee,-0.008532979945884983,-4.552603095769882,2.8253229546546934,6.824291570186615,37.6875,0.0
unchanged,vitpose_base,left_shoulder,-5.299617692828178,-4.077388700097799,5.332050263881683,5.9698704071342945,64.0,0.0
unchanged,vitpose_base,left_wrist,-3.3620834937901236,-3.721614836628305,3.573657841887325,5.320480098947883,61.0625,0.0
unchanged,vitpose_base,right_ankle,-2.5140952683509665,-3.7934920180668223,3.8940681846852,9.141669618322494,32.640625,0.0
unchanged,vitpose_base,right_elbow,1.1310957451350987,-5.099750060588121,2.4184804195538163,6.243767969310284,63.65625,0.0
unchanged,vitpose_base,right_hip,-7.699271874550061,-10.546970770909237,7.764633484375783,10.563317372248722,32.671875,0.0
unchanged,vitpose_base,right_knee,0.9332666811151583,-6.188956631988775,3.092700434024217,8.045509068692317,45.671875,0.0
unchanged,vitpose_base,right_shoulder,5.519128065556288,-4.422785509377718,5.520197097212076,4.886495787650347,64.0,0.0
unchanged,vitpose_base,right_wrist,2.417640819447115,-5.027622487396002,3.7722045918926597,6.339145125821233,62.9375,0.0
