method,split,seed,extractor,evidence_status,metric,value,endpoint,scale_policy,condition,rank
filter0,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.03525505355572094,all_valid_synthetic,window_median_reference,all_conditions,13.0
filter0,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.030937509698625562,all_valid_synthetic,window_median_reference,all_conditions,13.0
filter0,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.039573796173201566,all_valid_synthetic,window_median_reference,all_conditions,13.0
filter1,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.03476493352447669,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter1,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.030829893275953063,all_valid_synthetic,window_median_reference,all_conditions,11.0
filter1,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.03938777103889736,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter2,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.03466866323141012,all_valid_synthetic,window_median_reference,all_conditions,11.0
filter2,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.030850355686171338,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter2,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.03937394188731194,all_valid_synthetic,window_median_reference,all_conditions,11.0
initialized,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.026146739233419085,all_valid_synthetic,window_median_reference,all_conditions,8.0
initialized,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021389448207681905,all_valid_synthetic,window_median_reference,all_conditions,8.0
initialized,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.03094364393544997,all_valid_synthetic,window_median_reference,all_conditions,5.0
joint_affine,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.02584634813567365,all_valid_synthetic,window_median_reference,all_conditions,4.0
joint_affine,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021287280821826765,all_valid_synthetic,window_median_reference,all_conditions,7.0
joint_affine,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.030438103403363198,all_valid_synthetic,window_median_reference,all_conditions,4.0
joint_offset,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.026571884692795242,all_valid_synthetic,window_median_reference,all_conditions,9.0
joint_offset,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021804193773778482,all_valid_synthetic,window_median_reference,all_conditions,9.0
joint_offset,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.031387948656091354,all_valid_synthetic,window_median_reference,all_conditions,9.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.02595469669894596,all_valid_synthetic,window_median_reference,all_conditions,5.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.02070299977234775,all_valid_synthetic,window_median_reference,all_conditions,3.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.031235939323383786,all_valid_synthetic,window_median_reference,all_conditions,7.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.02608764222593184,all_valid_synthetic,window_median_reference,all_conditions,6.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.020883927873531938,all_valid_synthetic,window_median_reference,all_conditions,5.0
paired_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.031206873449507205,all_valid_synthetic,window_median_reference,all_conditions,6.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.02611917637078219,all_valid_synthetic,window_median_reference,all_conditions,7.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.020909658441678837,all_valid_synthetic,window_median_reference,all_conditions,6.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.03126746525505573,all_valid_synthetic,window_median_reference,all_conditions,8.0
smoothnet,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.029609982848969183,all_valid_synthetic,window_median_reference,all_conditions,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.02499876815060171,all_valid_synthetic,window_median_reference,all_conditions,10.0
smoothnet,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.034322552293949586,all_valid_synthetic,window_median_reference,all_conditions,10.0
static,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.02444606371450864,all_valid_synthetic,window_median_reference,all_conditions,2.0
static,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.01917636684131224,all_valid_synthetic,window_median_reference,all_conditions,2.0
static,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02775988738776223,all_valid_synthetic,window_median_reference,all_conditions,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.03525505355572094,all_valid_synthetic,window_median_reference,all_conditions,13.0
unchanged,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.03094826693350493,all_valid_synthetic,window_median_reference,all_conditions,14.0
unchanged,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.039573796173201566,all_valid_synthetic,window_median_reference,all_conditions,13.0
coordinate,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
coordinate,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
coordinate,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
direct,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
direct,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
direct,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter0,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter0,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter0,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter1,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter1,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter1,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter2,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter2,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter2,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
initialized,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
initialized,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
initialized,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
joint_affine,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
joint_affine,development,17,rtmpose_m,automated-source-screen,missing_rate,1.0172526041666407e-05,all_valid_synthetic,window_median_reference,all_conditions,12.0
joint_affine,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
joint_offset,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
joint_offset,development,17,rtmpose_m,automated-source-screen,missing_rate,1.0172526041666407e-05,all_valid_synthetic,window_median_reference,all_conditions,12.0
joint_offset,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
paired_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
smoothnet,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
smoothnet,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
smoothnet,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
static,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
static,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
static,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
unchanged,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
unchanged,development,17,rtmpose_m,automated-source-screen,missing_rate,1.0172526041666407e-05,all_valid_synthetic,window_median_reference,all_conditions,12.0
unchanged,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,all_valid_synthetic,window_median_reference,all_conditions,1.0
coordinate,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014656159729752575,all_valid_synthetic,window_median_reference,all_conditions,6.0
coordinate,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.012014666298248542,all_valid_synthetic,window_median_reference,all_conditions,6.0
coordinate,development,17,vitpose_base,automated-source-screen,displacement_nle,0.013540470539707578,all_valid_synthetic,window_median_reference,all_conditions,6.0
direct,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.012978697744836431,all_valid_synthetic,window_median_reference,all_conditions,2.0
direct,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.010634203452685249,all_valid_synthetic,window_median_reference,all_conditions,1.0
direct,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01185819023847318,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter0,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014780873738973264,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter0,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.012154040334537083,all_valid_synthetic,window_median_reference,all_conditions,11.0
filter0,development,17,vitpose_base,automated-source-screen,displacement_nle,0.013687599031638544,all_valid_synthetic,window_median_reference,all_conditions,8.0
filter1,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.013166716748946294,all_valid_synthetic,window_median_reference,all_conditions,3.0
filter1,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.011778301580154053,all_valid_synthetic,window_median_reference,all_conditions,4.0
filter1,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01310303840200363,all_valid_synthetic,window_median_reference,all_conditions,4.0
filter2,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.012574869883756242,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter2,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.01173402408979661,all_valid_synthetic,window_median_reference,all_conditions,3.0
filter2,development,17,vitpose_base,automated-source-screen,displacement_nle,0.012894838077138805,all_valid_synthetic,window_median_reference,all_conditions,3.0
initialized,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014759193460651243,all_valid_synthetic,window_median_reference,all_conditions,11.0
initialized,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.012051741412261952,all_valid_synthetic,window_median_reference,all_conditions,10.0
initialized,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01373784907281414,all_valid_synthetic,window_median_reference,all_conditions,13.0
joint_affine,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014404503361879425,all_valid_synthetic,window_median_reference,all_conditions,5.0
joint_affine,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.01202809139554071,all_valid_synthetic,window_median_reference,all_conditions,7.0
joint_affine,development,17,vitpose_base,automated-source-screen,displacement_nle,0.013337006585597208,all_valid_synthetic,window_median_reference,all_conditions,5.0
joint_offset,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014780873764105801,all_valid_synthetic,window_median_reference,all_conditions,14.0
joint_offset,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.01216974980612446,all_valid_synthetic,window_median_reference,all_conditions,13.0
joint_offset,development,17,vitpose_base,automated-source-screen,displacement_nle,0.0136875990033986,all_valid_synthetic,window_median_reference,all_conditions,7.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014740515629557483,all_valid_synthetic,window_median_reference,all_conditions,8.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.01198952788915986,all_valid_synthetic,window_median_reference,all_conditions,5.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.013775181058234989,all_valid_synthetic,window_median_reference,all_conditions,14.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014736590625711678,all_valid_synthetic,window_median_reference,all_conditions,7.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.012037066376891763,all_valid_synthetic,window_median_reference,all_conditions,8.0
paired_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.013697938173815023,all_valid_synthetic,window_median_reference,all_conditions,10.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014740769565096366,all_valid_synthetic,window_median_reference,all_conditions,9.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.012045143718164657,all_valid_synthetic,window_median_reference,all_conditions,9.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01370446181787716,all_valid_synthetic,window_median_reference,all_conditions,11.0
smoothnet,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014755555685073633,all_valid_synthetic,window_median_reference,all_conditions,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.012157646025506895,all_valid_synthetic,window_median_reference,all_conditions,12.0
smoothnet,development,17,vitpose_base,automated-source-screen,displacement_nle,0.013710992963082536,all_valid_synthetic,window_median_reference,all_conditions,12.0
static,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.01394434361886324,all_valid_synthetic,window_median_reference,all_conditions,4.0
static,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.011280506051701581,all_valid_synthetic,window_median_reference,all_conditions,2.0
static,development,17,vitpose_base,automated-source-screen,displacement_nle,0.012759481748448346,all_valid_synthetic,window_median_reference,all_conditions,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.014780873738973264,all_valid_synthetic,window_median_reference,all_conditions,12.0
unchanged,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.012169749839048151,all_valid_synthetic,window_median_reference,all_conditions,14.0
unchanged,development,17,vitpose_base,automated-source-screen,displacement_nle,0.013687599031638544,all_valid_synthetic,window_median_reference,all_conditions,8.0
coordinate,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.016597000501373513,all_valid_synthetic,window_median_reference,all_conditions,3.0
coordinate,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.01593804518354029,all_valid_synthetic,window_median_reference,all_conditions,3.0
coordinate,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.017466803644784534,all_valid_synthetic,window_median_reference,all_conditions,3.0
direct,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.013416151766560844,all_valid_synthetic,window_median_reference,all_conditions,1.0
direct,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.012392324912766926,all_valid_synthetic,window_median_reference,all_conditions,1.0
direct,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.014990318334400765,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter0,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.02782347055989159,all_valid_synthetic,window_median_reference,all_conditions,13.0
filter0,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.029409101949677684,all_valid_synthetic,window_median_reference,all_conditions,13.0
filter0,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.03436331762336381,all_valid_synthetic,window_median_reference,all_conditions,13.0
filter1,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.026803594533005702,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter1,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.02910088773449032,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter1,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.03380594674464533,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter2,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.02639596796993394,all_valid_synthetic,window_median_reference,all_conditions,11.0
filter2,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.028848999058453815,all_valid_synthetic,window_median_reference,all_conditions,11.0
filter2,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.033413827259358195,all_valid_synthetic,window_median_reference,all_conditions,11.0
initialized,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.01829061937170641,all_valid_synthetic,window_median_reference,all_conditions,7.0
initialized,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.018931142261855598,all_valid_synthetic,window_median_reference,all_conditions,6.0
initialized,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.024426109092959024,all_valid_synthetic,window_median_reference,all_conditions,6.0
joint_affine,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.016661800021919155,all_valid_synthetic,window_median_reference,all_conditions,4.0
joint_affine,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.017254506860817635,all_valid_synthetic,window_median_reference,all_conditions,4.0
joint_affine,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.01982271875568118,all_valid_synthetic,window_median_reference,all_conditions,4.0
joint_offset,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.020039045103065898,all_valid_synthetic,window_median_reference,all_conditions,9.0
joint_offset,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.021007161188987045,all_valid_synthetic,window_median_reference,all_conditions,9.0
joint_offset,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.02490438756267514,all_valid_synthetic,window_median_reference,all_conditions,8.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.017970240082140845,all_valid_synthetic,window_median_reference,all_conditions,5.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.018510827250717548,all_valid_synthetic,window_median_reference,all_conditions,5.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.023427006434945177,all_valid_synthetic,window_median_reference,all_conditions,5.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.01827797247332316,all_valid_synthetic,window_median_reference,all_conditions,6.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.01903786008469679,all_valid_synthetic,window_median_reference,all_conditions,7.0
paired_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.024790509162518785,all_valid_synthetic,window_median_reference,all_conditions,7.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.018373387423123114,all_valid_synthetic,window_median_reference,all_conditions,8.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.019184622893849125,all_valid_synthetic,window_median_reference,all_conditions,8.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.024960586521730013,all_valid_synthetic,window_median_reference,all_conditions,9.0
smoothnet,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.021185215441081706,all_valid_synthetic,window_median_reference,all_conditions,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.02178780848309972,all_valid_synthetic,window_median_reference,all_conditions,10.0
smoothnet,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.02730388967538785,all_valid_synthetic,window_median_reference,all_conditions,10.0
static,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.014342430200022372,all_valid_synthetic,window_median_reference,all_conditions,2.0
static,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.014195489231748485,all_valid_synthetic,window_median_reference,all_conditions,2.0
static,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.01736692680285778,all_valid_synthetic,window_median_reference,all_conditions,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.02782347055989159,all_valid_synthetic,window_median_reference,all_conditions,13.0
unchanged,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.029476698970526138,all_valid_synthetic,window_median_reference,all_conditions,14.0
unchanged,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.03436331762336381,all_valid_synthetic,window_median_reference,all_conditions,13.0
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.008388779426285442,all_valid_synthetic,window_median_reference,all_conditions,14.0
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.008404631155464144,all_valid_synthetic,window_median_reference,all_conditions,11.0
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_error,0.009460871283613021,all_valid_synthetic,window_median_reference,all_conditions,6.0
direct,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.0065909120027515325,all_valid_synthetic,window_median_reference,all_conditions,5.0
direct,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.006097793672425761,all_valid_synthetic,window_median_reference,all_conditions,1.0
direct,development,17,vitpose_base,automated-source-screen,amplitude_error,0.007215405505963815,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.0075048770089862,all_valid_synthetic,window_median_reference,all_conditions,11.0
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007472534257272298,all_valid_synthetic,window_median_reference,all_conditions,10.0
filter0,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010162645062242506,all_valid_synthetic,window_median_reference,all_conditions,12.0
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.006152214472752187,all_valid_synthetic,window_median_reference,all_conditions,3.0
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007274718682977317,all_valid_synthetic,window_median_reference,all_conditions,6.0
filter1,development,17,vitpose_base,automated-source-screen,amplitude_error,0.009367116369618393,all_valid_synthetic,window_median_reference,all_conditions,5.0
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.005744136681898939,all_valid_synthetic,window_median_reference,all_conditions,1.0
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.0071858241389930536,all_valid_synthetic,window_median_reference,all_conditions,3.0
filter2,development,17,vitpose_base,automated-source-screen,amplitude_error,0.008896628895606154,all_valid_synthetic,window_median_reference,all_conditions,4.0
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007432107442648522,all_valid_synthetic,window_median_reference,all_conditions,9.0
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007358705311946948,all_valid_synthetic,window_median_reference,all_conditions,8.0
initialized,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010188721817198848,all_valid_synthetic,window_median_reference,all_conditions,14.0
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.006581022502745223,all_valid_synthetic,window_median_reference,all_conditions,4.0
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_error,,all_valid_synthetic,window_median_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_error,0.008861629876429394,all_valid_synthetic,window_median_reference,all_conditions,3.0
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007504877016146314,all_valid_synthetic,window_median_reference,all_conditions,13.0
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_error,,all_valid_synthetic,window_median_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010162645053469439,all_valid_synthetic,window_median_reference,all_conditions,11.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007286511451938846,all_valid_synthetic,window_median_reference,all_conditions,6.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007281734788673972,all_valid_synthetic,window_median_reference,all_conditions,7.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,0.009890599175706082,all_valid_synthetic,window_median_reference,all_conditions,7.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007296860113226149,all_valid_synthetic,window_median_reference,all_conditions,7.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007233144914119836,all_valid_synthetic,window_median_reference,all_conditions,4.0
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,0.009894609247579608,all_valid_synthetic,window_median_reference,all_conditions,8.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007348386082685457,all_valid_synthetic,window_median_reference,all_conditions,8.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007267236423637074,all_valid_synthetic,window_median_reference,all_conditions,5.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,0.00996360169024318,all_valid_synthetic,window_median_reference,all_conditions,9.0
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007481148989978505,all_valid_synthetic,window_median_reference,all_conditions,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.0074654258682124155,all_valid_synthetic,window_median_reference,all_conditions,9.0
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010162434188185862,all_valid_synthetic,window_median_reference,all_conditions,10.0
static,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.0060664314143177925,all_valid_synthetic,window_median_reference,all_conditions,2.0
static,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.006379992507897919,all_valid_synthetic,window_median_reference,all_conditions,2.0
static,development,17,vitpose_base,automated-source-screen,amplitude_error,0.0078099445047256875,all_valid_synthetic,window_median_reference,all_conditions,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.0075048770089862,all_valid_synthetic,window_median_reference,all_conditions,11.0
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_error,,all_valid_synthetic,window_median_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010162645062242506,all_valid_synthetic,window_median_reference,all_conditions,12.0
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.2070517597366546,all_valid_synthetic,window_median_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.0123013403895478,all_valid_synthetic,window_median_reference,all_conditions,
