method,split,seed,extractor,evidence_status,metric,value,condition
direct,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.007652289004307719,clean
direct,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.007345473200390822,clean
direct,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.00816642393167033,clean
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01724469073118538,clean
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01697633390507111,clean
filter0,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.017542052880304464,clean
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01704119183272032,clean
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01697035059017056,clean
filter1,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.017549871481600875,clean
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.017085411530568365,clean
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.017066681643615786,clean
filter2,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.017649644753434918,clean
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.00843093954259506,clean
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.008063011701304627,clean
initialized,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.00916460002747069,clean
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.008885450309986413,clean
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.00856953908886569,clean
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.009126307864805184,clean
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.00890078719198606,clean
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.008542868079736953,clean
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.009107775626443231,clean
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.008316786336507793,clean
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.007864064004288645,clean
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.009015999601936674,clean
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.008418787550615453,clean
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.00800487130179309,clean
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.009189449597077725,clean
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.008424752201187378,clean
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.00800924475392997,clean
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.009208755165983917,clean
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.011141832326706609,clean
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.010988143540668687,clean
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.011514369864013978,clean
static,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.008240502240579201,clean
static,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.007791598767420841,clean
static,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.008880575593486546,clean
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01724469073118538,clean
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01697633390507111,clean
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.017542052880304464,clean
coordinate,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.036836348354128697,obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.02637322457557861,obstruction
coordinate,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.03933400185190364,obstruction
direct,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.031704095766158506,obstruction
direct,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.0258779005499574,obstruction
direct,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.03487483775322667,obstruction
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.047527633095607105,obstruction
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.038381007110817406,obstruction
filter0,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.050114908961369053,obstruction
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.04662203926630935,obstruction
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.038194577679100145,obstruction
filter1,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.049668288532337145,obstruction
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.046289608313758536,obstruction
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.038115576738330166,obstruction
filter2,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.04947069240125248,obstruction
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.038182762719945806,obstruction
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.027764918582093102,obstruction
initialized,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.0405786918392081,obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.036945659120091165,obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.027603546487518282,obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.039715534675972684,obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.03817418022747633,obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.0283231282240161,obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.04092257624778848,obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.037873010684235084,obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.0272920298060503,obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.041152077478599586,obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.0380328868521877,obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.027223471477986587,obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.04097355850159864,obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.03804622514896289,obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.02723519064766039,obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.041022219077526366,obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.0420122499310849,obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.0322071906959032,obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.04469939382959646,obstruction
static,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.035121164015614346,obstruction
static,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.024463658408620144,obstruction
static,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.03620687770719183,obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.047527633095607105,obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.038381007110817406,obstruction
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.050114908961369053,obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02191918176789083,obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01670814193095878,obstruction
coordinate,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.023349480757449498,obstruction
direct,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01948953587522278,obstruction
direct,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.016199903353326786,obstruction
direct,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.021345349046664904,obstruction
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03101613189871865,obstruction
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.0258425278746097,obstruction
filter0,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.032723564904345456,obstruction
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030482498705118176,obstruction
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.025738763205734316,obstruction
filter1,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03250628982813054,obstruction
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030318913610040375,obstruction
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.025718107164862128,obstruction
filter2,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03242998504758742,obstruction
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.022576682820360638,obstruction
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01728977300340498,obstruction
initialized,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02407849845220881,obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.021806576206215414,obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.017118925392950565,obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.023465613968304523,obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.022430096336152422,obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01745708623419825,obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.024058955185243147,obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.022486380704966877,obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.017064784376805194,obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02444504649878068,obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.022482257815767667,obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01718704533574835,obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.024195162932403903,obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.022484588546005817,obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01717964837505003,obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.024214747049097426,obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02450202385343212,obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.019636337012303464,obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.026061038529353237,obstruction
static,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.020993869953740897,obstruction
static,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015526223608297932,obstruction
static,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02188848342531629,obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03101613189871865,obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.0258425278746097,obstruction
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.032723564904345456,obstruction
