method,split,seed,extractor,evidence_status,person_id,left_right_nle,endpoint,scale_policy,pair,condition
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.06287252473552848,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.059468384093574786,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.05081518579488038,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.03763112788045973,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.05618515881629445,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.057564050799959784,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.06217601963247195,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.057860341507527044,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.0723419301029939,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.06436525629871988,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.05770681769199228,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.03998253330216496,all_valid_synthetic,window_median_reference,ankle,all_conditions
ordinary_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.060969111915598964,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.04886840527767411,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.06563232558016158,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.06175370917972252,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.05663224464476772,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.05996653276782464,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.05735680541328742,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.04297886355636035,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.05712347259023224,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.04415844961034757,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.055968519213355716,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.06092684889049678,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.06436799979690697,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.062490492540879544,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.05336201301103949,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.038939052821511444,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.0588187109394953,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.058849417622224766,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.06449885257065059,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.059884021024540025,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.07544290232233744,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.06604718590892941,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.05906690218117966,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.04166543602583518,all_valid_synthetic,window_median_reference,ankle,all_conditions
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.06286285554504384,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.048886940214986116,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.06570433125612124,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.06190692813488603,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.0567279498678815,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.060051695879855864,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.05746467124637397,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.04301158538569751,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.05726851150342252,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.044200568668146124,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.05606427378597635,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.06109203717006524,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.06457746992090867,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.06262751744055609,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.05350661480769432,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.03897683713128127,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.059006553988514066,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.05892811240119791,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.06465411630849895,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.060080931162273185,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.0756936319335563,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.06616172196887488,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.05920015128777833,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.041698173133383205,all_valid_synthetic,window_median_reference,ankle,all_conditions
shuffled_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.06301439308404053,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.053042647501064195,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.06735798456163618,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.06581201835799472,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.0565436540102576,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.06417706647888162,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.058194593595630756,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.04318952883029768,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.059157473480426326,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.049735946398690695,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.05839321539129104,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.06923496114148234,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.06595745185603136,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.06793569706400389,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.05493045649790409,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.04197131913650677,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.06032766267882344,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.05960240062137273,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.06847556656825002,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.06685673152790818,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.07457594241875835,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.0695988476295763,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.05858703148732099,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.04152406430087971,all_valid_synthetic,window_median_reference,ankle,all_conditions
smoothnet,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.06388668202963109,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.043615537818887315,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.04954879608221261,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.048040282292107384,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.054866079713162375,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.04681373543642443,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.04715240338855817,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.030318499655111762,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.047486205872116896,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.03967162066868251,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.041929321594420345,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.04578389277780692,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.06431144719793282,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.04506476985577846,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.04018839236597224,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.02822547917122047,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.04828035706059011,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.053172324285958666,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.048709181202734084,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.04792030368311846,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.07141260886969161,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.049780717437689484,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.04256377977721528,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.027664955609626868,all_valid_synthetic,window_median_reference,ankle,all_conditions
static,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.05182266037941714,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.05917057718333824,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.07090179840373398,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.06981819709166304,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.05956394475479811,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.06821413290415589,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.06211101417024194,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.046882936893041495,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.062093607345362394,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.055611528368377426,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.06212640116030571,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.07445684688796231,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.07114250242378924,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.07245831919121203,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.0589808600641287,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.04684834941654309,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.0636166097074146,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.06387251524621478,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.07364105832137374,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.07218655627290374,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.07740925043018725,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.07444754396975414,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.061972213376672615,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.04581361891540401,all_valid_synthetic,window_median_reference,ankle,all_conditions
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.0677486179584689,all_valid_synthetic,window_median_reference,ankle,all_conditions
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.019398979534428727,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.029194981802210175,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.034701343929906675,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.034708955193646376,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.03195526449717655,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.018592998731570727,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.02326714737554935,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.03220298423336785,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.01617811790530855,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.02070634728501055,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.0358182514815378,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.036081738768149726,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.034704602680070404,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.016123417809598223,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.018700910425605875,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.0278992944846818,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.023128428017132677,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.035402198973551596,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.03402761328313955,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.07175045846260705,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.0314143737204746,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.02133037743337305,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.025970754358202577,all_valid_synthetic,window_median_reference,ankle,blur
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.034047002079385,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.012115301729771126,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.014364775207081824,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.020285742871821374,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.01944208233666645,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.018926296760489975,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.01099037046802575,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.01057764963853335,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.016493583576014874,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.01198996332698365,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.012579094245865174,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.016085360088010026,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.0245130474578086,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.016988035790785727,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.0101490462836171,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.011908818908539474,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.015556151424433074,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.014187286161199474,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.0182931752258407,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.016225119291637075,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.06076396009714352,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.0162224559063118,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.010832973216696476,all_valid_synthetic,window_median_reference,ankle,blur
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.01155879150499735,all_valid_synthetic,window_median_reference,ankle,blur
