window_id,sequence_index,tensor_relative_path,identity,split,start_frame,window_frames
935:208,935,BioMotionLab_NTroje/rub028/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub028,train,208,64
936:0,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
936:32,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
936:64,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
936:96,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,96,64
936:128,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,128,64
936:160,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,160,64
936:192,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,192,64
936:210,936,BioMotionLab_NTroje/rub028/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub028,train,210,64
937:0,937,BioMotionLab_NTroje/rub028/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
937:32,937,BioMotionLab_NTroje/rub028/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
937:64,937,BioMotionLab_NTroje/rub028/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
937:96,937,BioMotionLab_NTroje/rub028/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub028,train,96,64
937:122,937,BioMotionLab_NTroje/rub028/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub028,train,122,64
938:0,938,BioMotionLab_NTroje/rub028/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
938:32,938,BioMotionLab_NTroje/rub028/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
938:64,938,BioMotionLab_NTroje/rub028/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
938:96,938,BioMotionLab_NTroje/rub028/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub028,train,96,64
938:115,938,BioMotionLab_NTroje/rub028/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub028,train,115,64
939:0,939,BioMotionLab_NTroje/rub028/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
939:32,939,BioMotionLab_NTroje/rub028/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
939:64,939,BioMotionLab_NTroje/rub028/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
939:96,939,BioMotionLab_NTroje/rub028/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje::rub028,train,96,64
939:128,939,BioMotionLab_NTroje/rub028/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje::rub028,train,128,64
939:139,939,BioMotionLab_NTroje/rub028/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje::rub028,train,139,64
940:0,940,BioMotionLab_NTroje/rub028/0020_lifting_heavy2_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
940:32,940,BioMotionLab_NTroje/rub028/0020_lifting_heavy2_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
940:64,940,BioMotionLab_NTroje/rub028/0020_lifting_heavy2_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
940:96,940,BioMotionLab_NTroje/rub028/0020_lifting_heavy2_core11.npz,BioMotionLab_NTroje::rub028,train,96,64
940:128,940,BioMotionLab_NTroje/rub028/0020_lifting_heavy2_core11.npz,BioMotionLab_NTroje::rub028,train,128,64
940:155,940,BioMotionLab_NTroje/rub028/0020_lifting_heavy2_core11.npz,BioMotionLab_NTroje::rub028,train,155,64
941:0,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
941:32,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
941:64,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
941:96,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,96,64
941:128,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,128,64
941:160,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,160,64
941:192,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,192,64
941:224,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,224,64
941:256,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,256,64
941:288,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,288,64
941:320,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,320,64
941:352,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,352,64
941:384,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,384,64
941:416,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,416,64
941:448,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,448,64
941:480,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,480,64
941:512,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,512,64
941:544,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,544,64
941:576,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,576,64
941:578,941,BioMotionLab_NTroje/rub028/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje::rub028,train,578,64
942:0,942,BioMotionLab_NTroje/rub028/0022_throwing_hard1_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
942:32,942,BioMotionLab_NTroje/rub028/0022_throwing_hard1_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
942:64,942,BioMotionLab_NTroje/rub028/0022_throwing_hard1_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
942:73,942,BioMotionLab_NTroje/rub028/0022_throwing_hard1_core11.npz,BioMotionLab_NTroje::rub028,train,73,64
943:0,943,BioMotionLab_NTroje/rub028/0023_throwing_hard2_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
943:32,943,BioMotionLab_NTroje/rub028/0023_throwing_hard2_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
943:64,943,BioMotionLab_NTroje/rub028/0023_throwing_hard2_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
943:66,943,BioMotionLab_NTroje/rub028/0023_throwing_hard2_core11.npz,BioMotionLab_NTroje::rub028,train,66,64
944:0,944,BioMotionLab_NTroje/rub028/0024_throwing_hard3_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
944:32,944,BioMotionLab_NTroje/rub028/0024_throwing_hard3_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
944:64,944,BioMotionLab_NTroje/rub028/0024_throwing_hard3_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
945:0,945,BioMotionLab_NTroje/rub028/0025_kicking1_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
945:20,945,BioMotionLab_NTroje/rub028/0025_kicking1_core11.npz,BioMotionLab_NTroje::rub028,train,20,64
946:0,946,BioMotionLab_NTroje/rub028/0026_kicking2_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
946:32,946,BioMotionLab_NTroje/rub028/0026_kicking2_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
946:64,946,BioMotionLab_NTroje/rub028/0026_kicking2_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
946:75,946,BioMotionLab_NTroje/rub028/0026_kicking2_core11.npz,BioMotionLab_NTroje::rub028,train,75,64
947:0,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
947:32,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
947:64,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,64,64
947:96,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,96,64
947:128,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,128,64
947:160,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,160,64
947:192,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,192,64
947:224,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,224,64
947:256,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,256,64
947:288,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,288,64
947:320,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,320,64
947:352,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,352,64
947:384,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,384,64
947:416,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,416,64
947:430,947,BioMotionLab_NTroje/rub028/0027_circle_walk_core11.npz,BioMotionLab_NTroje::rub028,train,430,64
948:0,948,BioMotionLab_NTroje/rub028/0028_jumping1_core11.npz,BioMotionLab_NTroje::rub028,train,0,64
948:32,948,BioMotionLab_NTroje/rub028/0028_jumping1_core11.npz,BioMotionLab_NTroje::rub028,train,32,64
948:42,948,BioMotionLab_NTroje/rub028/0028_jumping1_core11.npz,BioMotionLab_NTroje::rub028,train,42,64
949:0,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
949:32,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
949:64,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
949:96,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
949:128,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
949:160,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,160,64
949:192,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,192,64
949:224,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,224,64
949:256,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,256,64
949:288,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,288,64
949:320,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,320,64
949:352,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,352,64
949:384,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,384,64
949:416,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,416,64
949:448,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,448,64
949:480,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,480,64
949:512,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,512,64
949:544,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,544,64
949:566,949,BioMotionLab_NTroje/rub029/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje::rub029,train,566,64
950:0,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
950:32,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
950:64,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
950:96,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
950:128,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
950:160,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,160,64
950:192,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,192,64
950:224,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,224,64
950:256,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,256,64
950:288,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,288,64
950:320,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,320,64
950:352,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,352,64
950:384,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,384,64
950:416,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,416,64
950:448,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,448,64
950:480,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,480,64
950:512,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,512,64
950:544,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,544,64
950:575,950,BioMotionLab_NTroje/rub029/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje::rub029,train,575,64
951:0,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
951:32,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
951:64,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
951:96,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
951:128,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
951:160,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,160,64
951:192,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,192,64
951:224,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,224,64
951:256,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,256,64
951:288,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,288,64
951:320,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,320,64
951:352,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,352,64
951:384,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,384,64
951:416,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,416,64
951:448,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,448,64
951:480,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,480,64
951:512,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,512,64
951:544,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,544,64
951:576,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,576,64
951:578,951,BioMotionLab_NTroje/rub029/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje::rub029,train,578,64
952:0,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
952:32,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
952:64,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
952:96,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
952:128,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
952:160,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,160,64
952:192,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,192,64
952:224,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,224,64
952:256,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,256,64
952:288,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,288,64
952:320,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,320,64
952:352,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,352,64
952:384,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,384,64
952:416,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,416,64
952:448,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,448,64
952:480,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,480,64
952:512,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,512,64
952:544,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,544,64
952:576,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,576,64
952:580,952,BioMotionLab_NTroje/rub029/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje::rub029,train,580,64
953:0,953,BioMotionLab_NTroje/rub029/0004_motorcycle_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
953:32,953,BioMotionLab_NTroje/rub029/0004_motorcycle_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
953:55,953,BioMotionLab_NTroje/rub029/0004_motorcycle_core11.npz,BioMotionLab_NTroje::rub029,train,55,64
954:0,954,BioMotionLab_NTroje/rub029/0005_normal_walk1_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
954:32,954,BioMotionLab_NTroje/rub029/0005_normal_walk1_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
954:64,954,BioMotionLab_NTroje/rub029/0005_normal_walk1_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
954:70,954,BioMotionLab_NTroje/rub029/0005_normal_walk1_core11.npz,BioMotionLab_NTroje::rub029,train,70,64
955:0,955,BioMotionLab_NTroje/rub029/0006_normal_walk2_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
955:32,955,BioMotionLab_NTroje/rub029/0006_normal_walk2_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
955:59,955,BioMotionLab_NTroje/rub029/0006_normal_walk2_core11.npz,BioMotionLab_NTroje::rub029,train,59,64
956:0,956,BioMotionLab_NTroje/rub029/0007_normal_walk3_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
956:32,956,BioMotionLab_NTroje/rub029/0007_normal_walk3_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
956:60,956,BioMotionLab_NTroje/rub029/0007_normal_walk3_core11.npz,BioMotionLab_NTroje::rub029,train,60,64
957:0,957,BioMotionLab_NTroje/rub029/0008_normal_walk4_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
957:32,957,BioMotionLab_NTroje/rub029/0008_normal_walk4_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
957:64,957,BioMotionLab_NTroje/rub029/0008_normal_walk4_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
957:77,957,BioMotionLab_NTroje/rub029/0008_normal_walk4_core11.npz,BioMotionLab_NTroje::rub029,train,77,64
958:0,958,BioMotionLab_NTroje/rub029/0009_normal_jog1_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
958:8,958,BioMotionLab_NTroje/rub029/0009_normal_jog1_core11.npz,BioMotionLab_NTroje::rub029,train,8,64
959:0,959,BioMotionLab_NTroje/rub029/0010_normal_jog2_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
959:11,959,BioMotionLab_NTroje/rub029/0010_normal_jog2_core11.npz,BioMotionLab_NTroje::rub029,train,11,64
960:0,960,BioMotionLab_NTroje/rub029/0011_normal_jog3_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
960:2,960,BioMotionLab_NTroje/rub029/0011_normal_jog3_core11.npz,BioMotionLab_NTroje::rub029,train,2,64
961:0,961,BioMotionLab_NTroje/rub029/0012_normal_jog4_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
961:7,961,BioMotionLab_NTroje/rub029/0012_normal_jog4_core11.npz,BioMotionLab_NTroje::rub029,train,7,64
962:0,962,BioMotionLab_NTroje/rub029/0013_knocking1_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
962:32,962,BioMotionLab_NTroje/rub029/0013_knocking1_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
962:64,962,BioMotionLab_NTroje/rub029/0013_knocking1_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
962:96,962,BioMotionLab_NTroje/rub029/0013_knocking1_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
962:128,962,BioMotionLab_NTroje/rub029/0013_knocking1_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
962:145,962,BioMotionLab_NTroje/rub029/0013_knocking1_core11.npz,BioMotionLab_NTroje::rub029,train,145,64
963:0,963,BioMotionLab_NTroje/rub029/0014_knocking2_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
963:32,963,BioMotionLab_NTroje/rub029/0014_knocking2_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
963:64,963,BioMotionLab_NTroje/rub029/0014_knocking2_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
963:96,963,BioMotionLab_NTroje/rub029/0014_knocking2_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
963:128,963,BioMotionLab_NTroje/rub029/0014_knocking2_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
963:158,963,BioMotionLab_NTroje/rub029/0014_knocking2_core11.npz,BioMotionLab_NTroje::rub029,train,158,64
964:0,964,BioMotionLab_NTroje/rub029/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
964:32,964,BioMotionLab_NTroje/rub029/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
964:64,964,BioMotionLab_NTroje/rub029/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
964:96,964,BioMotionLab_NTroje/rub029/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
964:128,964,BioMotionLab_NTroje/rub029/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
964:160,964,BioMotionLab_NTroje/rub029/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub029,train,160,64
964:186,964,BioMotionLab_NTroje/rub029/0015_sitting1_core11.npz,BioMotionLab_NTroje::rub029,train,186,64
965:0,965,BioMotionLab_NTroje/rub029/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
965:32,965,BioMotionLab_NTroje/rub029/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
965:64,965,BioMotionLab_NTroje/rub029/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
965:96,965,BioMotionLab_NTroje/rub029/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
965:128,965,BioMotionLab_NTroje/rub029/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
965:160,965,BioMotionLab_NTroje/rub029/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub029,train,160,64
965:175,965,BioMotionLab_NTroje/rub029/0016_sitting2_core11.npz,BioMotionLab_NTroje::rub029,train,175,64
966:0,966,BioMotionLab_NTroje/rub029/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
966:32,966,BioMotionLab_NTroje/rub029/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
966:64,966,BioMotionLab_NTroje/rub029/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
966:96,966,BioMotionLab_NTroje/rub029/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub029,train,96,64
966:128,966,BioMotionLab_NTroje/rub029/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub029,train,128,64
966:140,966,BioMotionLab_NTroje/rub029/0017_lifting_light1_core11.npz,BioMotionLab_NTroje::rub029,train,140,64
967:0,967,BioMotionLab_NTroje/rub029/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub029,train,0,64
967:32,967,BioMotionLab_NTroje/rub029/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub029,train,32,64
967:64,967,BioMotionLab_NTroje/rub029/0018_lifting_light2_core11.npz,BioMotionLab_NTroje::rub029,train,64,64
