method,split,seed,extractor,evidence_status,person_id,value,metric
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,event_timing_mae_s
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,event_timing_mae_s
