method,split,seed,extractor,evidence_status,recomputed,value,absolute_difference,metric,variant
joint_offset,development,17,hrnet_w32,automated-source-screen,0.009484249800093075,0.0094842498000931,2.42861286636753e-17,ankle_separation_mae,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,0.010862849460545325,0.0108628494605453,2.42861286636753e-17,ankle_separation_mae,blur
joint_offset,development,17,vitpose_base,automated-source-screen,0.006928322654228,0.006928322654228,0.0,ankle_separation_mae,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.00627722650170995,0.0062772265017099,5.0306980803327406e-17,ankle_separation_mae,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.01879560558008188,0.0187956055800819,2.0816681711721685e-17,ankle_separation_mae,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,0.006298116816139125,0.0062981168161391,2.5153490401663703e-17,ankle_separation_mae,blur
unchanged,development,17,hrnet_w32,automated-source-screen,0.01888976686376895,0.018889766863769,4.85722573273506e-17,ankle_separation_mae,blur
unchanged,development,17,rtmpose_m,automated-source-screen,0.0167314722667986,0.0167314722667986,0.0,ankle_separation_mae,blur
unchanged,development,17,vitpose_base,automated-source-screen,0.02238649791147945,0.0223864979114795,5.204170427930421e-17,ankle_separation_mae,blur
coordinate,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur
coordinate,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur
coordinate,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur
direct,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur
direct,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur
direct,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur
initialized,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur
initialized,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur
initialized,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur
joint_affine,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur
joint_offset,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur
unchanged,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur
unchanged,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur
unchanged,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur
coordinate,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur
coordinate,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur
coordinate,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur
direct,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur
direct,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur
direct,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur
initialized,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur
initialized,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur
initialized,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur
joint_affine,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur
joint_offset,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur
unchanged,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur
unchanged,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur
unchanged,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur
coordinate,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur
coordinate,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur
coordinate,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur
direct,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur
direct,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur
direct,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur
initialized,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur
initialized,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur
initialized,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur
joint_affine,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur
joint_offset,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur
unchanged,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur
unchanged,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur
unchanged,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur
coordinate,development,17,hrnet_w32,automated-source-screen,0.009922106822795075,0.0099221068227951,2.42861286636753e-17,visible_nle,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,0.00846752239159945,0.0084675223915995,4.85722573273506e-17,visible_nle,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,0.010528390800656975,0.010528390800657,2.42861286636753e-17,visible_nle,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,0.010397448185314826,0.0103974481853148,2.6020852139652106e-17,visible_nle,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,0.010074345193826726,0.0100743451938267,2.6020852139652106e-17,visible_nle,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,0.010402745036224976,0.010402745036225,2.42861286636753e-17,visible_nle,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,0.0099111877739212,0.0099111877739212,0.0,visible_nle,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,0.00853174333605765,0.0085317433360576,5.0306980803327406e-17,visible_nle,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,0.0105654251845496,0.0105654251845496,0.0,visible_nle,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,0.009779481677057174,0.0097794816770572,2.6020852139652106e-17,visible_nle,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,0.008223108748865851,0.0082231087488659,4.85722573273506e-17,visible_nle,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,0.010257061367581874,0.0102570613675819,2.6020852139652106e-17,visible_nle,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,0.009793720137762349,0.0097937201377624,5.0306980803327406e-17,visible_nle,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,0.00838242650176,0.00838242650176,0.0,visible_nle,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,0.010444145315981125,0.0104441453159811,2.42861286636753e-17,visible_nle,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.010424719153977875,0.0104247191539779,2.6020852139652106e-17,visible_nle,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.010708964028442274,0.0107089640284423,2.6020852139652106e-17,visible_nle,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,0.01056516055298845,0.0105651605529885,4.85722573273506e-17,visible_nle,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,0.017135529386225874,0.0171355293862259,2.42861286636753e-17,visible_nle,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,0.015920693712423502,0.0159206937124235,3.469446951953614e-18,visible_nle,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,0.019399205660582723,0.0193992056605827,2.42861286636753e-17,visible_nle,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,0.028930000225145976,0.028930000225146,2.42861286636753e-17,lower_limb_nle,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,0.018568110241228824,0.0185681102412288,2.42861286636753e-17,lower_limb_nle,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,0.033587222433066624,0.0335872224330666,2.0816681711721685e-17,lower_limb_nle,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,0.030995406996205975,0.030995406996206,2.42861286636753e-17,lower_limb_nle,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,0.022745660764394125,0.0227456607643941,2.42861286636753e-17,lower_limb_nle,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,0.033419315049425344,0.0334193150494253,4.163336342344337e-17,lower_limb_nle,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,0.029308500370038026,0.029308500370038,2.42861286636753e-17,lower_limb_nle,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,0.018903252562698328,0.0189032525626983,2.7755575615628914e-17,lower_limb_nle,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,0.03400838752856907,0.0340083875285691,2.7755575615628914e-17,lower_limb_nle,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,0.02893680345775135,0.0289368034577513,5.204170427930421e-17,lower_limb_nle,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,0.018396928619050425,0.0183969286190504,2.42861286636753e-17,lower_limb_nle,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,0.032373046622756654,0.0323730466227567,4.85722573273506e-17,lower_limb_nle,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,0.028988832384104227,0.0289888323841042,2.7755575615628914e-17,lower_limb_nle,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,0.018506024987975225,0.0185060249879752,2.42861286636753e-17,lower_limb_nle,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,0.0337933117215672,0.0337933117215672,0.0,lower_limb_nle,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.030673215448986626,0.0306732154489866,2.42861286636753e-17,lower_limb_nle,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.023777356011412648,0.0237773560114126,4.85722573273506e-17,lower_limb_nle,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,0.03456622902773013,0.0345662290277301,2.7755575615628914e-17,lower_limb_nle,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,0.03445436442895597,0.034454364428956,2.7755575615628914e-17,lower_limb_nle,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,0.0236286002154086,0.0236286002154086,0.0,lower_limb_nle,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,0.040263710954694075,0.0402637109546941,2.7755575615628914e-17,lower_limb_nle,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,0.00753915560999675,0.0075391556099968,5.0306980803327406e-17,displacement_nle,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,0.004724425259624351,0.0047244252596244,4.9439619065339e-17,displacement_nle,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,0.0056011639282789,0.0056011639282789,0.0,displacement_nle,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,0.0075872733471951,0.0075872733471951,0.0,displacement_nle,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,0.00490373896256275,0.0049037389625628,4.9439619065339e-17,displacement_nle,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,0.0056787172455995,0.0056787172455995,0.0,displacement_nle,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,0.007516304823147175,0.0075163048231472,2.5153490401663703e-17,displacement_nle,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,0.00477858747539285,0.0047785874753928,5.0306980803327406e-17,displacement_nle,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,0.00561469902541315,0.0056146990254131,4.9439619065339e-17,displacement_nle,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,0.007256326710358699,0.0072563267103587,8.673617379884035e-19,displacement_nle,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,0.004474612378084875,0.0044746123780849,2.5153490401663703e-17,displacement_nle,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,0.005190102928171025,0.005190102928171,2.42861286636753e-17,displacement_nle,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,0.0074741157208049,0.0074741157208049,0.0,displacement_nle,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,0.00464188747079305,0.0046418874707931,4.9439619065339e-17,displacement_nle,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,0.005511485377064475,0.0055114853770645,2.5153490401663703e-17,displacement_nle,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.0075698671284006,0.0075698671284006,0.0,displacement_nle,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.00498546875890985,0.0049854687589099,5.0306980803327406e-17,displacement_nle,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,0.0056888797170628995,0.0056888797170629,8.673617379884035e-19,displacement_nle,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,0.00747411554434145,0.0074741155443414,5.0306980803327406e-17,displacement_nle,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,0.004641887484233725,0.0046418874842337,2.5153490401663703e-17,displacement_nle,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,0.0055114855604885505,0.0055114855604885,5.0306980803327406e-17,displacement_nle,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,0.009515880722628576,0.0095158807226286,2.42861286636753e-17,visible_nle,clean
coordinate,development,17,rtmpose_m,automated-source-screen,0.008866368821619576,0.0088663688216196,2.42861286636753e-17,visible_nle,clean
coordinate,development,17,vitpose_base,automated-source-screen,0.009089740952886075,0.0090897409528861,2.6020852139652106e-17,visible_nle,clean
direct,development,17,hrnet_w32,automated-source-screen,0.008649626534911374,0.0086496265349114,2.6020852139652106e-17,visible_nle,clean
direct,development,17,rtmpose_m,automated-source-screen,0.008716712431716376,0.0087167124317164,2.42861286636753e-17,visible_nle,clean
direct,development,17,vitpose_base,automated-source-screen,0.0090008254606198,0.0090008254606198,0.0,visible_nle,clean
initialized,development,17,hrnet_w32,automated-source-screen,0.009462018987880374,0.0094620189878804,2.6020852139652106e-17,visible_nle,clean
initialized,development,17,rtmpose_m,automated-source-screen,0.00885960100648445,0.0088596010064844,5.0306980803327406e-17,visible_nle,clean
initialized,development,17,vitpose_base,automated-source-screen,0.00911265540030355,0.0091126554003036,5.0306980803327406e-17,visible_nle,clean
joint_affine,development,17,hrnet_w32,automated-source-screen,0.008969885307610625,0.0089698853076106,2.42861286636753e-17,visible_nle,clean
joint_affine,development,17,rtmpose_m,automated-source-screen,0.008433675674375151,0.0084336756743751,5.0306980803327406e-17,visible_nle,clean
joint_affine,development,17,vitpose_base,automated-source-screen,0.0084815932199037,0.0084815932199037,0.0,visible_nle,clean
joint_offset,development,17,hrnet_w32,automated-source-screen,0.009440552177131776,0.0094405521771318,2.42861286636753e-17,visible_nle,clean
joint_offset,development,17,rtmpose_m,automated-source-screen,0.00881056461136475,0.0088105646113647,5.0306980803327406e-17,visible_nle,clean
joint_offset,development,17,vitpose_base,automated-source-screen,0.009042875781771126,0.0090428757817711,2.6020852139652106e-17,visible_nle,clean
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.00873127040610955,0.0087312704061096,5.0306980803327406e-17,visible_nle,clean
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.00899003734917735,0.0089900373491774,5.0306980803327406e-17,visible_nle,clean
paired_jepa,development,17,vitpose_base,automated-source-screen,0.008632540444795,0.008632540444795,0.0,visible_nle,clean
unchanged,development,17,hrnet_w32,automated-source-screen,0.016517691538569475,0.0165176915385695,2.42861286636753e-17,visible_nle,clean
unchanged,development,17,rtmpose_m,automated-source-screen,0.015736788976263377,0.0157367889762634,2.42861286636753e-17,visible_nle,clean
unchanged,development,17,vitpose_base,automated-source-screen,0.016622434673272797,0.0166224346732728,3.469446951953614e-18,visible_nle,clean
coordinate,development,17,hrnet_w32,automated-source-screen,0.010723279777456475,0.0107232797774565,2.6020852139652106e-17,lower_limb_nle,clean
coordinate,development,17,rtmpose_m,automated-source-screen,0.008987412720323926,0.0089874127203239,2.6020852139652106e-17,lower_limb_nle,clean
coordinate,development,17,vitpose_base,automated-source-screen,0.00904582197752845,0.0090458219775284,5.0306980803327406e-17,lower_limb_nle,clean
direct,development,17,hrnet_w32,automated-source-screen,0.00922647001004815,0.0092264700100481,5.0306980803327406e-17,lower_limb_nle,clean
direct,development,17,rtmpose_m,automated-source-screen,0.008676900933192275,0.0086769009331923,2.6020852139652106e-17,lower_limb_nle,clean
direct,development,17,vitpose_base,automated-source-screen,0.009314998528321801,0.0093149985283218,1.734723475976807e-18,lower_limb_nle,clean
